serial,species,size,agg_wt_final,count_final,year,season
531,White Perch,M,5272,53,2014,Autumn
531,White Perch,O/D,1150,5,2014,Autumn
531,White Perch,S,1624,275,2014,Autumn
531,Yellow Perch,L,433,3,2014,Autumn
531,Yellow Perch,M,509,12,2014,Autumn
531,Yellow Perch,O/D,460,5,2014,Autumn
531,Yellow Perch,S,167,33,2014,Autumn
532,Channel Catfish,M,387,1,2014,Autumn
532,Common Carp,ALL,13000,1,2014,Autumn
532,Emerald Shiner,ALL,8,4,2014,Autumn
532,Freshwater Drum,L,24609,19,2014,Autumn
532,Freshwater Drum,M,5510,9,2014,Autumn
532,Gizzard Shad,ALL,178,5,2014,Autumn
532,Goldfish,ALL,1236,1,2014,Autumn
532,Rainbow Smelt,S,13,26,2014,Autumn
532,Round Goby,ALL,19,5,2014,Autumn
532,Shorthead Redhorse,ALL,1525,2,2014,Autumn
532,Walleye,L,6026,3,2014,Autumn
532,Walleye,M,1713,5,2014,Autumn
532,Walleye,S,91,2,2014,Autumn
532,White Bass,L,276,1,2014,Autumn
532,White Bass,M,30,1,2014,Autumn
532,White Perch,L,200,1,2014,Autumn
532,White Perch,M,288,4,2014,Autumn
532,White Perch,O/D,686,5,2014,Autumn
532,White Perch,S,8.5,2,2014,Autumn
532,White Sucker,ALL,5769,6,2014,Autumn
532,Yellow Perch,L,270,2,2014,Autumn
532,Yellow Perch,M,89,2,2014,Autumn
532,Yellow Perch,O/D,648,5,2014,Autumn
533,Channel Catfish,L,995,1,2014,Autumn
533,Emerald Shiner,L,28,7,2014,Autumn
533,Emerald Shiner,M,10,7,2014,Autumn
533,Emerald Shiner,S,0,1,2014,Autumn
533,Freshwater Drum,L,16243,8,2014,Autumn
533,Gizzard Shad,ALL,47,2,2014,Autumn
533,Rainbow Smelt,S,1850,1850,2014,Autumn
533,Round Goby,ALL,4,1,2014,Autumn
533,Walleye,S,368,8,2014,Autumn
533,White Perch,O/D,454,1,2014,Autumn
533,White Perch,S,14.5,2,2014,Autumn
533,Yellow Perch,L,460,4,2014,Autumn
533,Yellow Perch,M,76,2,2014,Autumn
533,Yellow Perch,O/D,776,4,2014,Autumn
535,Freshwater Drum,L,6242,3,2014,Autumn
535,Freshwater Drum,M,7279,5,2014,Autumn
535,Freshwater Drum,S,165,1,2014,Autumn
535,Freshwater Drum,XS,31,1,2014,Autumn
535,Gizzard Shad,ALL,605,41,2014,Autumn
535,Rainbow Smelt,S,1.5,3,2014,Autumn
535,Round Goby,ALL,42.5,6,2014,Autumn
535,Walleye,L,935,1,2014,Autumn
535,White Bass,L,308,1,2014,Autumn
535,White Perch,L,2218,10,2014,Autumn
535,White Perch,S,43,4,2014,Autumn
535,White Perch,M,52050,444,2014,Autumn
535,White Perch,O/D,968,5,2014,Autumn
535,Yellow Perch,L,8304,94,2014,Autumn
535,Yellow Perch,M,686,16,2014,Autumn
535,Yellow Perch,O/D,586,5,2014,Autumn
535,Yellow Perch,S,17.5,3,2014,Autumn
536,Emerald Shiner,ALL,12,4,2014,Autumn
536,Freshwater Drum,L,38316,18,2014,Autumn
536,Freshwater Drum,M,4121,10,2014,Autumn
536,Gizzard Shad,ALL,4414,158,2014,Autumn
536,Rainbow Smelt,S,2,4,2014,Autumn
536,Walleye,L,2749,2,2014,Autumn
536,Walleye,S,148,4,2014,Autumn
536,White Bass,L,4300,11,2014,Autumn
536,White Perch,L,2285,11,2014,Autumn
536,White Perch,M,24400,216,2014,Autumn
536,White Perch,O/D,1068,5,2014,Autumn
536,White Perch,S,492,49,2014,Autumn
536,White Sucker,ALL,1324,1,2014,Autumn
536,Yellow Perch,L,5302,57,2014,Autumn
536,Yellow Perch,M,670,15,2014,Autumn
536,Yellow Perch,O/D,506,5,2014,Autumn
536,Yellow Perch,S,139,21,2014,Autumn
537,Emerald Shiner,ALL,2324,438,2014,Autumn
537,Freshwater Drum,L,31527,19,2014,Autumn
537,Gizzard Shad,ALL,10928,492,2014,Autumn
537,Yellow Perch,O/D,384,3,2014,Autumn
537,Rainbow Smelt,M,4.5,1,2014,Autumn
537,Rainbow Smelt,S,215,269,2014,Autumn
537,Trout Perch,L,11,1,2014,Autumn
537,Trout Perch,S,2.5,1,2014,Autumn
537,Walleye,L,1227,1,2014,Autumn
537,Walleye,S,1302,29,2014,Autumn
537,White Bass,L,3854,9,2014,Autumn
537,White Bass,M,34,1,2014,Autumn
537,White Bass,S,23.5,3,2014,Autumn
537,White Perch,M,286,3,2014,Autumn
537,White Perch,O/D,1012,5,2014,Autumn
537,White Perch,S,232,52,2014,Autumn
537,Yellow Perch,L,237,2,2014,Autumn
537,Yellow Perch,M,64,2,2014,Autumn
537,Yellow Perch,S,89,23,2014,Autumn
540,Freshwater Drum,L,15290,5,2014,Autumn
540,Freshwater Drum,M,3544,6,2014,Autumn
540,Freshwater Drum,S,226,1,2014,Autumn
540,Gizzard Shad,ALL,1526,40,2014,Autumn
540,Rainbow Smelt,S,2,4,2014,Autumn
540,Round Goby,ALL,2,1,2014,Autumn
540,Walleye,L,3360,1,2014,Autumn
540,Walleye,S,51,1,2014,Autumn
540,White Bass,L,949,3,2014,Autumn
540,White Perch,L,8986,37,2014,Autumn
540,White Perch,M,49420,458,2014,Autumn
540,White Perch,O/D,1208,5,2014,Autumn
540,White Sucker,ALL,3164,3,2014,Autumn
540,Yellow Perch,L,3102,30,2014,Autumn
540,Yellow Perch,M,51,1,2014,Autumn
540,Yellow Perch,O/D,732,5,2014,Autumn
539,Freshwater Drum,L,43584,18,2014,Autumn
539,Freshwater Drum,M,708,1,2014,Autumn
539,Yellow Perch,O/D,232,2,2014,Autumn
541,Emerald Shiner,L,7.5,6,2014,Autumn
541,Emerald Shiner,S,8,7,2014,Autumn
541,Freshwater Drum,M,1882,3,2014,Autumn
541,Rainbow Smelt,S,255,268,2014,Autumn
541,Round Goby,ALL,334,28,2014,Autumn
541,Walleye,M,633,2,2014,Autumn
541,Walleye,S,1608,28,2014,Autumn
541,White Bass,L,434,1,2014,Autumn
541,White Bass,M,67,2,2014,Autumn
541,White Bass,S,86,8,2014,Autumn
541,White Perch,O/D,124,1,2014,Autumn
541,White Perch,S,236,29,2014,Autumn
541,Yellow Perch,M,37,1,2014,Autumn
541,Yellow Perch,O/D,359,4,2014,Autumn
541,Yellow Perch,S,22,4,2014,Autumn
538,Common Carp,L,24840,3,2014,Autumn
538,Emerald Shiner,L,28.5,8,2014,Autumn
538,Emerald Shiner,S,9.5,8,2014,Autumn
538,Freshwater Drum,L,3604,2,2014,Autumn
538,Freshwater Drum,M,9440,19,2014,Autumn
538,Freshwater Drum,S,197,7,2014,Autumn
538,Freshwater Drum,XL,5140,1,2014,Autumn
538,Rainbow Smelt,S,262,419,2014,Autumn
538,Round Goby,ALL,28,3,2014,Autumn
538,Walleye,S,0,11,2014,Autumn
538,White Bass,L,846,3,2014,Autumn
538,White Bass,M,23,1,2014,Autumn
538,White Perch,M,1594,13,2014,Autumn
538,White Perch,O/D,676,5,2014,Autumn
538,White Perch,S,122,21,2014,Autumn
538,White Sucker,ALL,5390,10,2014,Autumn
538,Yellow Perch,M,104,3,2014,Autumn
538,Yellow Perch,S,110,16,2014,Autumn
534,Channel Catfish,ALL,1606,6,2014,Autumn
534,Emerald Shiner,ALL,601,177,2014,Autumn
534,Freshwater Drum,L,2224,1,2014,Autumn
534,Freshwater Drum,M,13731,32,2014,Autumn
534,Freshwater Drum,S,316,8,2014,Autumn
534,Gizzard Shad,ALL,2882,147,2014,Autumn
534,Quillback,ALL,3820,2,2014,Autumn
534,Rainbow Smelt,S,8.5,17,2014,Autumn
534,Round Goby,ALL,5,1,2014,Autumn
534,Walleye,L,10484,3,2014,Autumn
534,Walleye,M,3485,8,2014,Autumn
534,Walleye,S,86,2,2014,Autumn
534,White Bass,L,2244,5,2014,Autumn
534,White Perch,L,24500,116,2014,Autumn
534,White Perch,M,37080,338,2014,Autumn
534,White Perch,O/D,1394,5,2014,Autumn
534,White Perch,S,1240,177,2014,Autumn
534,White Sucker,ALL,2990,5,2014,Autumn
534,Yellow Perch,S,30.5,4,2014,Autumn
101,Channel Catfish,ALL,2529,3,2014,Spring
101,Emerald Shiner,ALL,229,127.2222222,2014,Spring
101,Freshwater Drum,L,4014,2,2014,Spring
101,Freshwater Drum,M,904,2,2014,Spring
101,Round Goby,ALL,5,2,2014,Spring
101,Smallmouth Bass,ALL,1510,1,2014,Spring
101,White Bass,ALL,398,2,2014,Spring
101,White Perch,ALL,46,1,2014,Spring
101,White Sucker,ALL,1148,1,2014,Spring
102,Channel Catfish,M,4324,15.35511364,2014,Spring
102,Channel Catfish,S,68,2,2014,Spring
102,Emerald Shiner,ALL,116,116,2014,Spring
102,Freshwater Drum,L,9267,7,2014,Spring
102,Freshwater Drum,M,5985,13.67687386,2014,Spring
102,Freshwater Drum,S,6810,36.97068404,2014,Spring
102,Walleye,ALL,100,1,2014,Spring
102,White Bass,ALL,765,3,2014,Spring
102,White Perch,L,3562,29.38943894,2014,Spring
102,White Perch,O/D,890,5,2014,Spring
102,White Sucker,ALL,1781,4,2014,Spring
102,Yellow Perch,L,671,7,2014,Spring
102,Yellow Perch,O/D,634,5,2014,Spring
102,Yellow Perch,S,16,1,2014,Spring
103,Channel Catfish,ALL,1153,2,2014,Spring
103,Emerald Shiner,ALL,10,2,2014,Spring
103,Freshwater Drum,L,14258,7,2014,Spring
103,Freshwater Drum,M,8580,14.72203157,2014,Spring
103,Freshwater Drum,S,1326,5,2014,Spring
103,Quillback,ALL,2016,1,2014,Spring
103,Rainbow Smelt,ALL,33,5,2014,Spring
103,Round Goby,ALL,18,2,2014,Spring
103,Trout Perch,ALL,10,1,2014,Spring
103,Walleye,ALL,1334,6,2014,Spring
103,White Perch,O/D,556,4,2014,Spring
103,White Perch,S,159,4,2014,Spring
103,White Sucker,ALL,1803,2,2014,Spring
103,Yellow Perch,O/D,64,1,2014,Spring
103,Yellow Perch,S,302,21,2014,Spring
104,Channel Catfish,L,6651,8.097151205,2014,Spring
104,Emerald Shiner,ALL,1164,447.6923077,2014,Spring
104,Freshwater Drum,L,25060,9.452323476,2014,Spring
104,Freshwater Drum,S,20040,53.784219,2014,Spring
104,Quillback,ALL,4112,2,2014,Spring
104,Round Goby,ALL,13,1,2014,Spring
104,Trout Perch,ALL,320,12,2014,Spring
104,Walleye,M,791,1,2014,Spring
104,Walleye,S,861,9,2014,Spring
104,White Bass,ALL,15120,85.42372881,2014,Spring
104,White Perch,L,4260,25.23696682,2014,Spring
104,White Perch,O/D,1325,5,2014,Spring
104,White Perch,S,3848,76.04743083,2014,Spring
104,White Sucker,ALL,2703,3,2014,Spring
104,Yellow Perch,M,39,1,2014,Spring
104,Yellow Perch,O/D,300,3,2014,Spring
104,Yellow Perch,S,62,5,2014,Spring
104,Shorthead Redhorse,ALL,1239,1,2014,Spring
105,Emerald Shiner,ALL,2,1,2014,Spring
105,Freshwater Drum,L,8686,6,2014,Spring
105,Freshwater Drum,M,19052,36.02874433,2014,Spring
105,Freshwater Drum,S,231,1,2014,Spring
105,Quillback,ALL,1878,1,2014,Spring
105,Trout Perch,ALL,72,12,2014,Spring
105,Walleye,ALL,4398,2,2014,Spring
105,White Perch,O/D,142,2,2014,Spring
105,White Sucker,ALL,499,1,2014,Spring
105,Yellow Perch,O/D,194,3,2014,Spring
105,Yellow Perch,S,54,5,2014,Spring
106,Emerald Shiner,ALL,456,120,2014,Spring
106,Freshwater Drum,L,4802,2,2014,Spring
106,Freshwater Drum,M,7165,11.87831565,2014,Spring
106,Freshwater Drum,S,1807,4,2014,Spring
106,Quillback,ALL,7018,4,2014,Spring
106,Rainbow Smelt,ALL,24,6,2014,Spring
106,Round Goby,ALL,11,2,2014,Spring
106,Trout Perch,ALL,57,9,2014,Spring
106,Walleye,ALL,1771,4,2014,Spring
106,White Perch,O/D,425,2,2014,Spring
106,White Sucker,ALL,2259,3,2014,Spring
106,Yellow Perch,M,65,1,2014,Spring
106,Yellow Perch,O/D,480,5,2014,Spring
106,Yellow Perch,S,121,9,2014,Spring
106,Lake Sturgeon,ALL,3873,1,2014,Spring
107,Emerald Shiner,ALL,1142,318.1058496,2014,Spring
107,Freshwater Drum,L,2080,1,2014,Spring
107,Freshwater Drum,M,3362,7,2014,Spring
107,Freshwater Drum,S,937,4,2014,Spring
107,Rainbow Smelt,ALL,NA,3,2014,Spring
107,Round Goby,ALL,27,6,2014,Spring
107,Silver Chub,ALL,44,1,2014,Spring
107,Trout Perch,ALL,NA,9,2014,Spring
107,Walleye,ALL,424,1,2014,Spring
107,White Bass,ALL,958,4,2014,Spring
107,White Perch,L,893,6,2014,Spring
107,White Perch,M,124,5,2014,Spring
107,White Perch,O/D,1246,5,2014,Spring
107,Yellow Perch,O/D,202,2,2014,Spring
107,Yellow Perch,S,46.5,4,2014,Spring
108,Channel Catfish,ALL,5188,12.8035538,2014,Spring
108,Emerald Shiner,ALL,366,93.84615385,2014,Spring
108,Freshwater Drum,L,10440,6.795990105,2014,Spring
108,Freshwater Drum,M,31600,87.38938053,2014,Spring
108,Freshwater Drum,S,5930,38.80890052,2014,Spring
108,Rainbow Smelt,ALL,10,2,2014,Spring
108,Round Goby,ALL,7,1,2014,Spring
108,Trout Perch,ALL,198,24.14634146,2014,Spring
108,Walleye,ALL,544,2,2014,Spring
108,White Bass,ALL,12240,61.01694915,2014,Spring
108,White Perch,O/D,1647,5,2014,Spring
108,White Perch,L,10440,31.69398907,2014,Spring
108,White Perch,S,6250,118.3712121,2014,Spring
108,White Perch,XS,55,4,2014,Spring
108,White Sucker,ALL,754,1,2014,Spring
108,Yellow Perch,O/D,165,2,2014,Spring
108,Yellow Perch,S,103,7,2014,Spring
109,Freshwater Drum,L,13250,11.02329451,2014,Spring
109,Trout Perch,ALL,21,4,2014,Spring
109,Walleye,ALL,1474,1,2014,Spring
109,White Perch,O/D,124,1,2014,Spring
109,Yellow Perch,O/D,366,4,2014,Spring
109,Yellow Perch,S,389,30,2014,Spring
110,Channel Catfish,ALL,2857,2,2014,Spring
110,Emerald Shiner,ALL,656,298.1818182,2014,Spring
110,Freshwater Drum,L,24300,15.49744898,2014,Spring
110,Freshwater Drum,M,9640,12.92571735,2014,Spring
110,Freshwater Drum,S,666,3,2014,Spring
110,Rainbow Smelt,ALL,1.5,1,2014,Spring
110,Rock Bass,ALL,93,1,2014,Spring
110,Round Goby,ALL,9.5,2,2014,Spring
110,Trout Perch,ALL,248,49.6,2014,Spring
110,Walleye,L,4757,4,2014,Spring
110,Walleye,M,1169,3,2014,Spring
110,Walleye,S,308,4,2014,Spring
110,White Bass,ALL,1635,4,2014,Spring
110,White Perch,L,340,3,2014,Spring
110,White Perch,M,266,6,2014,Spring
110,White Perch,O/D,1022,5,2014,Spring
110,White Perch,S,7,1,2014,Spring
110,White Sucker,L,466,1,2014,Spring
110,White Sucker,S,1061,17.98305085,2014,Spring
110,Yellow Perch,M,162,3,2014,Spring
110,Yellow Perch,O/D,498,5,2014,Spring
110,Yellow Perch,S,2664,206,2014,Spring
111,Channel Catfish,ALL,1005,1,2014,Spring
111,Emerald Shiner,ALL,12302,4100.666667,2014,Spring
111,Freshwater Drum,L,1688,1,2014,Spring
111,Freshwater Drum,M,5199,9,2014,Spring
111,Freshwater Drum,S,2010,8.686257563,2014,Spring
111,Rainbow Smelt,ALL,10,2,2014,Spring
111,Silver Chub,ALL,702,10,2014,Spring
111,Trout Perch,ALL,10,1,2014,Spring
111,Walleye,S,187,2,2014,Spring
111,White Bass,ALL,7980,23.06358382,2014,Spring
111,White Perch,L,2088,8.992248062,2014,Spring
111,White Perch,M,552,11,2014,Spring
111,White Perch,O/D,908,5,2014,Spring
111,Yellow Perch,M,56,1,2014,Spring
111,Yellow Perch,O/D,497,5,2014,Spring
111,Yellow Perch,S,938,77,2014,Spring
112,Channel Catfish,ALL,2928,3,2014,Spring
112,Common Carp,ALL,4936,1,2014,Spring
112,Freshwater Drum,L,92560,55.39198085,2014,Spring
112,Freshwater Drum,M,14080,24.00272758,2014,Spring
112,Quillback,ALL,1333,1,2014,Spring
112,Round Goby,ALL,15,1,2014,Spring
112,Walleye,ALL,3383,2,2014,Spring
112,White Bass,ALL,2250,7.984386089,2014,Spring
112,White Perch,O/D,1493,5,2014,Spring
112,White Perch,M,1570,5.25787006,2014,Spring
112,White Perch,S,750,11.71875,2014,Spring
112,Yellow Perch,O/D,388,4,2014,Spring
112,Yellow Perch,S,63,3,2014,Spring
113,Channel Catfish,L,1433,1,2014,Spring
113,Channel Catfish,M,6880,17.39130435,2014,Spring
113,Channel Catfish,S,204,3,2014,Spring
113,Emerald Shiner,ALL,12905,3584.722222,2014,Spring
113,Freshwater Drum,L,20700,11.22072853,2014,Spring
113,Freshwater Drum,M,86301,216.727775,2014,Spring
113,Freshwater Drum,S,7030,44.89144317,2014,Spring
113,Rainbow Smelt,ALL,11,3,2014,Spring
113,Trout Perch,ALL,191,23.29268293,2014,Spring
113,Walleye,L,3841,4,2014,Spring
113,Walleye,M,1257,3,2014,Spring
113,Walleye,S,1464,15,2014,Spring
113,Walleye,XS,25,1,2014,Spring
113,White Bass,ALL,17600,59.94550409,2014,Spring
113,White Perch,L,8600,45.94017094,2014,Spring
113,White Perch,M,14560,237.9084967,2014,Spring
113,White Perch,O/D,1535,5,2014,Spring
113,White Perch,S,111,10,2014,Spring
113,White Sucker,ALL,2416,4,2014,Spring
113,Yellow Perch,M,102,2,2014,Spring
113,Yellow Perch,O/D,486,4,2014,Spring
113,Yellow Perch,S,278,19,2014,Spring
113,Shorthead Redhorse,ALL,817,1,2014,Spring
114,Emerald Shiner,ALL,904,361.6,2014,Spring
114,Freshwater Drum,L,9270,6.236544672,2014,Spring
114,Freshwater Drum,M,11435,18.27261106,2014,Spring
114,Quillback,ALL,1890,1,2014,Spring
114,Round Goby,ALL,2.5,1,2014,Spring
114,Trout Perch,ALL,13.5,2,2014,Spring
114,White Bass,ALL,297,2,2014,Spring
114,White Perch,O/D,206,1,2014,Spring
114,White Perch,S,319,7,2014,Spring
114,White Sucker,ALL,319,1,2014,Spring
114,Yellow Perch,M,45,1,2014,Spring
114,Yellow Perch,O/D,142,1,2014,Spring
115,Emerald Shiner,ALL,16,8.421052632,2014,Spring
115,Freshwater Drum,L,38580,19.01991718,2014,Spring
115,Freshwater Drum,M,4596,7.943311441,2014,Spring
115,Rainbow Smelt,ALL,112,21.96078431,2014,Spring
115,Trout Perch,ALL,32,5,2014,Spring
115,Walleye,ALL,1401,1,2014,Spring
115,White Bass,ALL,585,3,2014,Spring
115,White Sucker,ALL,98,1,2014,Spring
115,Yellow Perch,M,197,4,2014,Spring
115,Yellow Perch,O/D,610,5,2014,Spring
115,Yellow Perch,S,4532,308,2014,Spring
116,Channel Catfish,ALL,1667,2,2014,Spring
116,Emerald Shiner,ALL,10380,3707.142857,2014,Spring
116,Freshwater Drum,L,10546,5,2014,Spring
116,Freshwater Drum,M,17200,49.39689833,2014,Spring
116,Round Goby,ALL,15,1,2014,Spring
116,Trout Perch,ALL,30.5,3,2014,Spring
116,Walleye,M,9270,18,2014,Spring
116,Walleye,S,1858,16,2014,Spring
116,White Bass,ALL,16450,50.96034696,2014,Spring
116,White Perch,M,3710,26.61406026,2014,Spring
116,White Perch,O/D,982,5,2014,Spring
116,White Perch,S,2138,37.37762238,2014,Spring
116,White Sucker,ALL,353,1,2014,Spring
116,Yellow Perch,L,168,2,2014,Spring
116,Yellow Perch,M,317,5,2014,Spring
116,Yellow Perch,O/D,512,5,2014,Spring
116,Yellow Perch,S,48.5,4,2014,Spring
116,Yellow Perch,XS,42.5,3,2014,Spring
117,Channel Catfish,ALL,3288,3,2014,Spring
117,Emerald Shiner,ALL,138,44.51612903,2014,Spring
117,Freshwater Drum,L,25020,9.519823453,2014,Spring
117,Freshwater Drum,M,18560,49.65222044,2014,Spring
117,Quillback,ALL,2142,1,2014,Spring
117,Rainbow Smelt,ALL,27,12,2014,Spring
117,Rock Bass,ALL,166.5,1,2014,Spring
117,Round Goby,ALL,4.5,1,2014,Spring
117,Trout Perch,ALL,62,7,2014,Spring
117,Walleye,L,2416,2,2014,Spring
117,Walleye,M,3846,7,2014,Spring
117,Walleye,S,312,4,2014,Spring
117,White Bass,ALL,12300,45.05494505,2014,Spring
117,White Perch,L,26000,212.4183007,2014,Spring
117,White Perch,M,21400,453.3898305,2014,Spring
117,White Perch,O/D,1066,5,2014,Spring
117,White Sucker,ALL,3802,6,2014,Spring
117,Yellow Perch,L,7345,93,2014,Spring
117,Yellow Perch,O/D,594,5,2014,Spring
117,Yellow Perch,S,466,28,2014,Spring
118,Freshwater Drum,L,44400,21.2257386,2014,Spring
118,Freshwater Drum,M,16600,23.21678322,2014,Spring
118,Rainbow Smelt,ALL,5.5,2,2014,Spring
118,Trout Perch,ALL,6,1,2014,Spring
118,Walleye,ALL,131,1,2014,Spring
118,White Perch,M,50,1,2014,Spring
118,White Perch,O/D,245,1,2014,Spring
118,Yellow Perch,M,415,7,2014,Spring
118,Yellow Perch,O/D,510,5,2014,Spring
118,Yellow Perch,S,175,11,2014,Spring
119,Channel Catfish,ALL,712,3,2014,Spring
119,Emerald Shiner,ALL,835,238.5714286,2014,Spring
119,Freshwater Drum,L,49760,21.9110524,2014,Spring
119,Freshwater Drum,M,19890,31.96721311,2014,Spring
119,Freshwater Drum,S,5765,34.27467301,2014,Spring
119,Rainbow Smelt,ALL,60,9.090909091,2014,Spring
119,Trout Perch,ALL,65.5,10,2014,Spring
119,Walleye,ALL,291,3,2014,Spring
119,White Bass,ALL,1121,4,2014,Spring
119,White Perch,L,6605,43.22643979,2014,Spring
119,White Perch,M,3085,59.09961686,2014,Spring
119,White Perch,O/D,940,5,2014,Spring
119,White Perch,S,10.5,2,2014,Spring
119,White Sucker,ALL,421,2,2014,Spring
119,Yellow Perch,L,5375,74,2014,Spring
119,Yellow Perch,O/D,685,5,2014,Spring
119,Yellow Perch,S,760,55,2014,Spring
120,Channel Catfish,L,3450,1,2014,Spring
120,Channel Catfish,M,10940,23.66940718,2014,Spring
120,Common Carp,ALL,4980,1,2014,Spring
120,Freshwater Drum,L,107980,54.70111449,2014,Spring
120,Freshwater Drum,M,42690,95.2476573,2014,Spring
120,Freshwater Drum,S,15586,88.65756542,2014,Spring
120,Quillback,ALL,2053,1,2014,Spring
120,Round Goby,ALL,4,1,2014,Spring
120,Walleye,L,1909,3,2014,Spring
120,Walleye,S,5030,41,2014,Spring
120,White Bass,ALL,16360,85.7442348,2014,Spring
120,White Perch,L,15020,87.93911007,2014,Spring
120,White Perch,O/D,974,5,2014,Spring
120,White Perch,S,5320,100.7575758,2014,Spring
120,White Sucker,ALL,2020,2,2014,Spring
120,Yellow Perch,M,63,2,2014,Spring
120,Yellow Perch,O/D,523,3,2014,Spring
121,Channel Catfish,L,20490,34.82324949,2014,Spring
121,Channel Catfish,S,151,2,2014,Spring
121,Emerald Shiner,ALL,7930,2265.714286,2014,Spring
121,Freshwater Drum,L,7619,5,2014,Spring
121,Freshwater Drum,M,36960,67.2,2014,Spring
121,Freshwater Drum,S,14200,124.3432574,2014,Spring
121,Quillback,ALL,8664,5,2014,Spring
121,Rainbow Smelt,ALL,43.5,9,2014,Spring
121,Round Goby,ALL,4.5,1,2014,Spring
121,Trout Perch,ALL,19,3,2014,Spring
121,Walleye,M,681,1,2014,Spring
121,Walleye,S,1122,10,2014,Spring
121,White Bass,ALL,8185,33.62777321,2014,Spring
121,White Perch,L,6680,29.58370239,2014,Spring
121,White Perch,M,2015,26.79521277,2014,Spring
121,White Perch,O/D,1075,5,2014,Spring
121,White Perch,S,2094,45.12931034,2014,Spring
121,White Perch,XS,29,4,2014,Spring
121,White Sucker,ALL,4307,7,2014,Spring
121,Yellow Perch,M,224,4,2014,Spring
121,Yellow Perch,O/D,876,5,2014,Spring
121,Yellow Perch,S,14,1,2014,Spring
122,Channel Catfish,ALL,638,1,2014,Spring
122,Freshwater Drum,L,62840,27.76354157,2014,Spring
122,Freshwater Drum,M,39040,68.22789235,2014,Spring
122,Freshwater Drum,S,821,4,2014,Spring
122,Rainbow Smelt,ALL,29,6.904761905,2014,Spring
122,Round Goby,ALL,2,1,2014,Spring
122,Walleye,ALL,3535,3,2014,Spring
122,White Bass,ALL,2414,13.62302483,2014,Spring
122,White Perch,L,154,1,2014,Spring
122,White Perch,M,281,5,2014,Spring
122,Yellow Perch,M,196,4,2014,Spring
122,Yellow Perch,O/D,456,5,2014,Spring
122,Yellow Perch,S,1760,115,2014,Spring
123,Freshwater Drum,L,29980,16.57452455,2014,Spring
123,Freshwater Drum,M,8820,14.76397723,2014,Spring
123,Round Goby,ALL,7.5,1,2014,Spring
123,Trout Perch,ALL,8.5,1,2014,Spring
123,Walleye,ALL,6112,5,2014,Spring
123,White Perch,M,209,5,2014,Spring
123,White Perch,O/D,76,1,2014,Spring
123,Yellow Perch,M,2932,38,2014,Spring
123,Yellow Perch,O/D,557,5,2014,Spring
123,Yellow Perch,S,9788,656,2014,Spring
124,Channel Catfish,ALL,7116,12,2014,Spring
124,Emerald Shiner,ALL,6570,2053.125,2014,Spring
124,Freshwater Drum,L,38300,16.54427646,2014,Spring
124,Freshwater Drum,M,26740,45.44527532,2014,Spring
124,Freshwater Drum,S,1138,5,2014,Spring
124,Rainbow Smelt,ALL,151,35.95238095,2014,Spring
124,Trout Perch,ALL,15,3,2014,Spring
124,Walleye,ALL,116,1,2014,Spring
124,White Bass,ALL,2604,11.96691176,2014,Spring
124,White Perch,L,1544,5,2014,Spring
124,White Perch,M,6800,50.82212257,2014,Spring
124,White Perch,O/D,1135,5,2014,Spring
124,White Perch,S,2228,37.00996678,2014,Spring
124,White Sucker,ALL,919,1,2014,Spring
124,Yellow Perch,L,4480,55,2014,Spring
124,Yellow Perch,M,1200,28,2014,Spring
124,Yellow Perch,O/D,529,5,2014,Spring
124,Yellow Perch,S,47.5,4,2014,Spring
125,Channel Catfish,ALL,1715,4,2014,Spring
125,Common Carp,ALL,3468,1,2014,Spring
125,Emerald Shiner,ALL,26716,14842.22222,2014,Spring
125,Freshwater Drum,L,8840,7.762557078,2014,Spring
125,Freshwater Drum,M,5740,18.42105263,2014,Spring
125,Freshwater Drum,S,162,2,2014,Spring
125,Trout Perch,ALL,6,1,2014,Spring
125,Walleye,ALL,5610,5,2014,Spring
125,Walleye,S,3018,25,2014,Spring
125,White Bass,ALL,18000,69.60556845,2014,Spring
125,White Perch,L,21900,143.7007874,2014,Spring
125,White Perch,O/D,1307,5,2014,Spring
125,White Perch,S,20875,341.0947712,2014,Spring
125,White Perch,XL,13420,52.54502741,2014,Spring
125,Yellow Perch,L,671,7,2014,Spring
125,Yellow Perch,M,785,16,2014,Spring
125,Yellow Perch,O/D,89,1,2014,Spring
126,Channel Catfish,ALL,1593,7,2014,Spring
126,Emerald Shiner,L,33.5,6,2014,Spring
126,Emerald Shiner,S,1.5,2,2014,Spring
126,Freshwater Drum,L,1650,1,2014,Spring
126,Freshwater Drum,M,20360,40.96579477,2014,Spring
126,Freshwater Drum,S,5850,27.77777778,2014,Spring
126,Rainbow Smelt,ALL,5080,1270,2014,Spring
126,Round Goby,ALL,43.5,5,2014,Spring
126,Trout Perch,ALL,209,22.96703297,2014,Spring
126,White Bass,ALL,475,2,2014,Spring
126,White Perch,L,1300,7.68321513,2014,Spring
126,White Perch,M,1252,14.3908046,2014,Spring
126,White Perch,O/D,1195,5,2014,Spring
126,White Sucker,ALL,1513,2,2014,Spring
126,Yellow Perch,L,922,11,2014,Spring
126,Yellow Perch,M,27,1,2014,Spring
126,Yellow Perch,O/D,350,4,2014,Spring
126,Yellow Perch,S,33,3,2014,Spring
127,Freshwater Drum,L,33900,18.68386243,2014,Spring
