serial ,fish_id,species,sp_code,size,tl,wt,year,season
121,1106,White Sucker,405,ALL,256,183,2014,Spring
121,1107,White Sucker,405,ALL,220,127,2014,Spring
121,1108,White Sucker,405,ALL,332,423,2014,Spring
121,1109,White Bass,133,ALL,267,242,2014,Spring
121,1110,White Bass,133,ALL,226,141,2014,Spring
121,1111,White Bass,133,ALL,314,377,2014,Spring
121,1112,White Bass,133,ALL,263,212,2014,Spring
121,1113,White Bass,133,ALL,269,245,2014,Spring
121,1114,White Perch,132,L,262,310,2014,Spring
121,1115,White Perch,132,L,268,312,2014,Spring
121,1116,White Perch,132,L,211,132,2014,Spring
121,1117,White Perch,132,L,247,203,2014,Spring
121,1118,White Perch,132,L,232,172,2014,Spring
121,1119,White Perch,132,M,169,67,2014,Spring
121,1120,White Perch,132,M,186,103,2014,Spring
121,1121,White Perch,132,M,173,78,2014,Spring
121,1122,White Perch,132,M,162,62,2014,Spring
121,1123,White Perch,132,M,167,66,2014,Spring
121,1124,White Perch,132,S,162,65,2014,Spring
121,1125,White Perch,132,S,132,29,2014,Spring
121,1126,White Perch,132,S,163,63,2014,Spring
121,1127,White Perch,132,S,134,33,2014,Spring
121,1128,White Perch,132,S,144,42,2014,Spring
121,1129,White Perch,132,XS,86,7,2014,Spring
121,1130,White Perch,132,XS,86,6,2014,Spring
121,1131,White Perch,132,XS,88,9,2014,Spring
121,1132,White Perch,132,XS,91,9,2014,Spring
121,1133,Freshwater Drum,134,S,256,197,2014,Spring
121,1134,Freshwater Drum,134,S,223,112,2014,Spring
121,1135,Freshwater Drum,134,S,196,76,2014,Spring
121,1136,Freshwater Drum,134,S,202,90,2014,Spring
121,1137,Freshwater Drum,134,S,213,96,2014,Spring
121,1138,Freshwater Drum,134,M,391,586,2014,Spring
121,1139,Freshwater Drum,134,M,337,455,2014,Spring
121,1140,Freshwater Drum,134,M,362,484,2014,Spring
121,1141,Freshwater Drum,134,M,381,554,2014,Spring
121,1142,Freshwater Drum,134,M,400,671,2014,Spring
121,1143,Freshwater Drum,134,L,561,1802,2014,Spring
121,1144,Freshwater Drum,134,L,514,1480,2014,Spring
121,1145,Freshwater Drum,134,L,577,2024,2014,Spring
121,1146,Freshwater Drum,134,L,537,1488,2014,Spring
121,1147,Freshwater Drum,134,L,428,825,2014,Spring
121,1148,Quillback,403,ALL,460,1468,2014,Spring
121,1149,Quillback,403,ALL,500,2070,2014,Spring
121,1150,Quillback,403,ALL,471,1486,2014,Spring
121,1151,Quillback,403,ALL,469,1680,2014,Spring
121,1152,Quillback,403,ALL,494,1960,2014,Spring
121,1153,Emerald Shiner,504,ALL,88,4,2014,Spring
121,1154,Emerald Shiner,504,ALL,58,1,2014,Spring
121,1155,Emerald Shiner,504,ALL,88,6,2014,Spring
121,1156,Emerald Shiner,504,ALL,80,5,2014,Spring
121,1157,Emerald Shiner,504,ALL,66,2,2014,Spring
121,1158,Yellow Perch,801,S,107,14,2014,Spring
121,1159,Yellow Perch,801,M,181,71,2014,Spring
121,1160,Yellow Perch,801,M,160,45,2014,Spring
121,1161,Yellow Perch,801,M,172,61,2014,Spring
121,1162,Yellow Perch,801,M,162,47,2014,Spring
121,1163,Trout Perch,131,ALL,96,5,2014,Spring
121,1164,Trout Perch,131,ALL,106,8,2014,Spring
121,1165,Trout Perch,131,ALL,91,6,2014,Spring
121,1166,Round Goby,910,ALL,74,5,2014,Spring
121,1167,Rainbow Smelt,109,ALL,98,5,2014,Spring
121,1168,Rainbow Smelt,109,ALL,116,8,2014,Spring
121,1169,Rainbow Smelt,109,ALL,88,3,2014,Spring
121,1170,Rainbow Smelt,109,ALL,96,4,2014,Spring
121,1171,Rainbow Smelt,109,ALL,90,4,2014,Spring
121,1172,White Perch,132,O/D,263,305,2014,Spring
121,1173,White Perch,132,O/D,241,205,2014,Spring
121,1174,White Perch,132,O/D,234,200,2014,Spring
121,1175,White Perch,132,O/D,233,200,2014,Spring
121,1176,White Perch,132,O/D,214,165,2014,Spring
121,1177,Yellow Perch,801,O/D,307,265,2014,Spring
121,1178,Yellow Perch,801,O/D,231,145,2014,Spring
121,1179,Yellow Perch,801,O/D,227,155,2014,Spring
121,1180,Yellow Perch,801,O/D,223,130,2014,Spring
121,1181,Yellow Perch,801,O/D,202,118,2014,Spring
122,1182,Channel Catfish,119,ALL,406,638,2014,Spring
122,1183,Walleye,803,ALL,573,1866,2014,Spring
122,1184,Walleye,803,ALL,494,936,2014,Spring
122,1185,Walleye,803,ALL,448,733,2014,Spring
122,1186,Freshwater Drum,134,M,404,724,2014,Spring
122,1187,Freshwater Drum,134,M,378,494,2014,Spring
122,1188,Freshwater Drum,134,M,382,499,2014,Spring
122,1189,Freshwater Drum,134,M,379,516,2014,Spring
122,1190,Freshwater Drum,134,M,402,628,2014,Spring
122,1191,Freshwater Drum,134,L,627,2574,2014,Spring
122,1192,Freshwater Drum,134,L,564,1886,2014,Spring
122,1193,Freshwater Drum,134,L,517,1497,2014,Spring
122,1194,Freshwater Drum,134,L,632,3084,2014,Spring
122,1195,Freshwater Drum,134,L,606,2276,2014,Spring
122,1196,Freshwater Drum,134,S,262,188,2014,Spring
122,1197,Freshwater Drum,134,S,327,365,2014,Spring
122,1198,Freshwater Drum,134,S,249,154,2014,Spring
122,1199,Freshwater Drum,134,S,220,114,2014,Spring
122,1200,Yellow Perch,801,S,118,17,2014,Spring
122,1201,Yellow Perch,801,S,124,19,2014,Spring
122,1202,Yellow Perch,801,S,108,13,2014,Spring
122,1203,Yellow Perch,801,S,118,17,2014,Spring
122,1204,Yellow Perch,801,S,111,15,2014,Spring
122,1205,White Bass,133,ALL,247,171,2014,Spring
122,1206,White Bass,133,ALL,270,220,2014,Spring
122,1207,White Bass,133,ALL,253,181,2014,Spring
122,1208,White Bass,133,ALL,227,162,2014,Spring
122,1209,White Bass,133,ALL,236,152,2014,Spring
122,1210,White Perch,132,L,223,154,2014,Spring
122,1211,White Perch,132,M,164,60,2014,Spring
122,1212,White Perch,132,M,158,50,2014,Spring
122,1213,White Perch,132,M,164,61,2014,Spring
122,1214,White Perch,132,M,175,69,2014,Spring
122,1215,White Perch,132,M,146,41,2014,Spring
122,1216,Yellow Perch,801,M,168,48,2014,Spring
122,1217,Yellow Perch,801,M,175,54,2014,Spring
122,1218,Yellow Perch,801,M,165,47,2014,Spring
122,1219,Yellow Perch,801,M,169,47,2014,Spring
122,1220,Round Goby,910,ALL,64,2,2014,Spring
122,1221,Rainbow Smelt,109,ALL,93,5,2014,Spring
122,1222,Rainbow Smelt,109,ALL,87,4,2014,Spring
122,1223,Rainbow Smelt,109,ALL,85,5,2014,Spring
122,1224,Rainbow Smelt,109,ALL,84,3,2014,Spring
122,1225,Rainbow Smelt,109,ALL,94,5,2014,Spring
122,1226,Yellow Perch,801,O/D,234,136,2014,Spring
122,1227,Yellow Perch,801,O/D,205,94,2014,Spring
122,1228,Yellow Perch,801,O/D,192,76,2014,Spring
122,1229,Yellow Perch,801,O/D,199,88,2014,Spring
122,1230,Yellow Perch,801,O/D,175,62,2014,Spring
123,1231,Walleye,803,ALL,527,1292,2014,Spring
123,1232,Walleye,803,ALL,610,1940,2014,Spring
123,1233,Walleye,803,ALL,465,970,2014,Spring
123,1234,Walleye,803,ALL,477,838,2014,Spring
123,1235,Walleye,803,ALL,518,1072,2014,Spring
123,1236,Freshwater Drum,134,M,374,606,2014,Spring
123,1237,Freshwater Drum,134,M,402,700,2014,Spring
123,1238,Freshwater Drum,134,M,430,760,2014,Spring
123,1239,Freshwater Drum,134,M,357,446,2014,Spring
123,1240,Freshwater Drum,134,M,356,475,2014,Spring
123,1241,Yellow Perch,801,M,182,70,2014,Spring
123,1242,Yellow Perch,801,M,176,58,2014,Spring
123,1243,Yellow Perch,801,M,206,108,2014,Spring
123,1244,Yellow Perch,801,M,156,40,2014,Spring
123,1245,Yellow Perch,801,M,174,58,2014,Spring
123,1246,Yellow Perch,801,S,104,11,2014,Spring
123,1247,Yellow Perch,801,S,107,12,2014,Spring
123,1248,Yellow Perch,801,S,116,15,2014,Spring
123,1249,Yellow Perch,801,S,106,12,2014,Spring
123,1250,Yellow Perch,801,S,116,17,2014,Spring
123,1251,White Perch,132,M,162,59,2014,Spring
123,1252,White Perch,132,M,166,58,2014,Spring
123,1253,White Perch,132,M,128,23,2014,Spring
123,1254,White Perch,132,M,140,33,2014,Spring
123,1255,White Perch,132,M,142,36,2014,Spring
123,1256,Freshwater Drum,134,L,551,2280,2014,Spring
123,1257,Freshwater Drum,134,L,561,2000,2014,Spring
123,1258,Freshwater Drum,134,L,533,1742,2014,Spring
123,1259,Freshwater Drum,134,L,508,1320,2014,Spring
123,1260,Freshwater Drum,134,L,544,1702,2014,Spring
123,1261,Round Goby,910,ALL,84,8,2014,Spring
123,1262,Trout Perch,131,ALL,106,9,2014,Spring
123,1263,Yellow Perch,801,O/D,236,164,2014,Spring
123,1264,Yellow Perch,801,O/D,224,118,2014,Spring
123,1265,Yellow Perch,801,O/D,206,95,2014,Spring
123,1266,Yellow Perch,801,O/D,207,102,2014,Spring
123,1267,Yellow Perch,801,O/D,191,78,2014,Spring
123,1268,White Perch,132,O/D,181,76,2014,Spring
127,1269,Walleye,803,ALL,606,1916,2014,Spring
127,1270,Walleye,803,ALL,500,1095,2014,Spring
127,1271,Freshwater Drum,134,M,492,1134,2014,Spring
127,1272,Freshwater Drum,134,M,402,592,2014,Spring
127,1273,Freshwater Drum,134,M,411,730,2014,Spring
127,1274,Freshwater Drum,134,M,445,991,2014,Spring
127,1275,Freshwater Drum,134,M,383,600,2014,Spring
127,1276,Freshwater Drum,134,L,577,2144,2014,Spring
127,1277,Freshwater Drum,134,L,557,1884,2014,Spring
127,1278,Freshwater Drum,134,L,475,1294,2014,Spring
127,1279,Freshwater Drum,134,L,540,1568,2014,Spring
127,1280,Freshwater Drum,134,L,580,2182,2014,Spring
127,1281,Yellow Perch,801,S,109,12,2014,Spring
127,1282,Round Goby,910,ALL,64,3,2014,Spring
127,1283,Round Goby,910,ALL,57,2,2014,Spring
127,1284,Yellow Perch,801,O/D,293,274,2014,Spring
132,1285,Walleye,803,ALL,438,698,2014,Spring
132,1286,White Sucker,405,ALL,485,1027,2014,Spring
132,1287,White Sucker,405,ALL,474,1101,2014,Spring
132,1288,White Sucker,405,ALL,470,1045,2014,Spring
132,1289,White Sucker,405,ALL,405,710,2014,Spring
132,1290,White Sucker,405,ALL,469,909,2014,Spring
132,1291,White Sucker,405,ALL,421,827,2014,Spring
132,1292,White Bass,133,ALL,273,246,2014,Spring
132,1293,White Bass,133,ALL,309,316,2014,Spring
132,1294,White Bass,133,ALL,303,289,2014,Spring
132,1295,White Bass,133,ALL,322,402,2014,Spring
132,1296,White Bass,133,ALL,277,239,2014,Spring
132,1297,Yellow Perch,801,L,231,122,2014,Spring
132,1298,Yellow Perch,801,M,164,46,2014,Spring
132,1299,Freshwater Drum,134,M,430,968,2014,Spring
132,1300,Freshwater Drum,134,M,417,650,2014,Spring
132,1301,Freshwater Drum,134,M,434,856,2014,Spring
132,1302,Freshwater Drum,134,M,430,764,2014,Spring
132,1303,Freshwater Drum,134,M,385,620,2014,Spring
132,1304,Freshwater Drum,134,L,482,1238,2014,Spring
132,1305,Freshwater Drum,134,L,555,1708,2014,Spring
132,1306,Freshwater Drum,134,L,447,892,2014,Spring
132,1307,Freshwater Drum,134,L,461,966,2014,Spring
132,1308,Freshwater Drum,134,L,497,1372,2014,Spring
132,1309,Round Goby,910,ALL,109,16,2014,Spring
132,1310,Round Goby,910,ALL,61,2,2014,Spring
132,1311,Round Goby,910,ALL,72,4,2014,Spring
132,1312,Round Goby,910,ALL,61,3,2014,Spring
132,1313,Round Goby,910,ALL,38,1,2014,Spring
132,1314,Emerald Shiner,504,ALL,69,1,2014,Spring
132,1315,Yellow Perch,801,O/D,277,210,2014,Spring
132,1316,Yellow Perch,801,O/D,226,136,2014,Spring
132,1317,Yellow Perch,801,O/D,188,70,2014,Spring
132,1318,Yellow Perch,801,O/D,186,74,2014,Spring
133,1319,Walleye,803,ALL,567,1578,2014,Spring
133,1320,White Sucker,405,ALL,479,1109,2014,Spring
133,1321,White Sucker,405,ALL,498,1046,2014,Spring
133,1322,Rainbow Smelt,109,ALL,151,18,2014,Spring
133,1323,White Perch,132,O/D,253,222,2014,Spring
133,1324,White Perch,132,O/D,237,172,2014,Spring
133,1325,White Perch,132,O/D,231,160,2014,Spring
133,1326,White Perch,132,O/D,228,170,2014,Spring
133,1327,White Perch,132,O/D,223,152,2014,Spring
133,1328,Rainbow Smelt,109,ALL,86,3,2014,Spring
133,1329,Rainbow Smelt,109,ALL,86,3,2014,Spring
133,1330,Rainbow Smelt,109,ALL,85,3,2014,Spring
133,1331,Freshwater Drum,134,M,373,492,2014,Spring
133,1332,Freshwater Drum,134,M,390,597,2014,Spring
133,1333,Freshwater Drum,134,M,353,473,2014,Spring
133,1334,Freshwater Drum,134,M,395,605,2014,Spring
133,1335,White Perch,132,XL,304,384,2014,Spring
133,1336,Yellow Perch,801,M,179,70,2014,Spring
133,1337,Yellow Perch,801,M,184,72,2014,Spring
133,1338,Yellow Perch,801,M,174,59,2014,Spring
133,1339,Yellow Perch,801,M,168,56,2014,Spring
133,1340,Yellow Perch,801,M,172,53,2014,Spring
133,1341,Yellow Perch,801,L,288,262,2014,Spring
133,1342,Yellow Perch,801,L,202,91,2014,Spring
133,1343,Yellow Perch,801,L,229,123,2014,Spring
133,1344,Yellow Perch,801,L,211,128,2014,Spring
133,1345,Yellow Perch,801,L,200,92,2014,Spring
133,1346,Freshwater Drum,134,L,650,2614,2014,Spring
133,1347,Freshwater Drum,134,L,515,1428,2014,Spring
133,1348,Freshwater Drum,134,L,501,1200,2014,Spring
133,1349,Yellow Perch,801,O/D,271,240,2014,Spring
133,1350,Yellow Perch,801,O/D,261,184,2014,Spring
133,1351,Yellow Perch,801,O/D,250,184,2014,Spring
133,1352,Yellow Perch,801,O/D,251,158,2014,Spring
133,1353,Yellow Perch,801,O/D,237,156,2014,Spring
128,1354,Walleye,803,ALL,351,395,2014,Spring
128,1355,Walleye,803,ALL,362,409,2014,Spring
128,1356,White Sucker,405,ALL,465,1053,2014,Spring
128,1357,White Sucker,405,ALL,416,728,2014,Spring
128,1358,White Sucker,405,ALL,457,1081,2014,Spring
128,1359,White Sucker,405,ALL,339,472,2014,Spring
128,1360,White Sucker,405,ALL,367,509,2014,Spring
128,1361,Walleye,803,ALL,245,123,2014,Spring
128,1362,White Bass,133,ALL,268,215,2014,Spring
128,1363,White Bass,133,ALL,209,107,2014,Spring
128,1364,White Bass,133,ALL,251,180,2014,Spring
128,1365,White Bass,133,ALL,265,203,2014,Spring
128,1366,White Bass,133,ALL,264,210,2014,Spring
128,1367,White Perch,132,L,157,59,2014,Spring
128,1368,White Perch,132,L,195,100,2014,Spring
128,1369,White Perch,132,L,166,64,2014,Spring
128,1370,White Perch,132,L,197,104,2014,Spring
128,1371,White Perch,132,L,200,107,2014,Spring
128,1372,Yellow Perch,801,L,224,116,2014,Spring
128,1373,Yellow Perch,801,L,185,74,2014,Spring
128,1374,Yellow Perch,801,L,210,97,2014,Spring
128,1375,Yellow Perch,801,L,191,71,2014,Spring
128,1376,Yellow Perch,801,L,189,68,2014,Spring
128,1377,Yellow Perch,801,M,163,41,2014,Spring
128,1378,Yellow Perch,801,M,165,58,2014,Spring
128,1379,Yellow Perch,801,M,166,53,2014,Spring
128,1380,Yellow Perch,801,M,158,40,2014,Spring
128,1381,Yellow Perch,801,M,158,42,2014,Spring
128,1382,Yellow Perch,801,S,116,15,2014,Spring
128,1383,Yellow Perch,801,S,106,11,2014,Spring
128,1384,Yellow Perch,801,S,115,14,2014,Spring
128,1385,Yellow Perch,801,S,116,15,2014,Spring
128,1386,Yellow Perch,801,S,110,13,2014,Spring
128,1387,Freshwater Drum,134,M,450,911,2014,Spring
128,1388,Freshwater Drum,134,M,346,476,2014,Spring
128,1389,Freshwater Drum,134,M,490,1126,2014,Spring
128,1390,Freshwater Drum,134,M,433,784,2014,Spring
128,1391,Freshwater Drum,134,M,421,758,2014,Spring
128,1392,Freshwater Drum,134,L,506,1356,2014,Spring
128,1393,Freshwater Drum,134,L,554,1640,2014,Spring
128,1394,Freshwater Drum,134,L,643,2896,2014,Spring
128,1395,Freshwater Drum,134,L,502,1552,2014,Spring
128,1396,Freshwater Drum,134,L,610,2038,2014,Spring
128,1397,Rainbow Smelt,109,ALL,113,7,2014,Spring
128,1398,Rainbow Smelt,109,ALL,78,1,2014,Spring
128,1399,Rainbow Smelt,109,ALL,98,4,2014,Spring
128,1400,Rainbow Smelt,109,ALL,102,5,2014,Spring
128,1401,Trout Perch,131,ALL,98,6,2014,Spring
128,1402,Trout Perch,131,ALL,97,6,2014,Spring
128,1403,Trout Perch,131,ALL,90,6,2014,Spring
128,1404,Trout Perch,131,ALL,88,5,2014,Spring
128,1405,Emerald Shiner,504,ALL,88,4,2014,Spring
128,1406,White Perch,132,O/D,253,246,2014,Spring
128,1407,White Perch,132,O/D,241,196,2014,Spring
128,1408,White Perch,132,O/D,235,178,2014,Spring
128,1409,White Perch,132,O/D,231,170,2014,Spring
128,1410,White Perch,132,O/D,237,204,2014,Spring
128,1411,Yellow Perch,801,O/D,257,192,2014,Spring
128,1412,Yellow Perch,801,O/D,240,168,2014,Spring
128,1413,Yellow Perch,801,O/D,243,148,2014,Spring
128,1414,Yellow Perch,801,O/D,207,100,2014,Spring
128,1415,Yellow Perch,801,O/D,195,78,2014,Spring
124,1416,Channel Catfish,119,ALL,515,1526,2014,Spring
124,1417,Channel Catfish,119,ALL,458,966,2014,Spring
124,1418,Channel Catfish,119,ALL,355,439,2014,Spring
124,1419,Channel Catfish,119,ALL,260,173,2014,Spring
124,1420,Channel Catfish,119,ALL,370,505,2014,Spring
124,1421,White Sucker,405,ALL,434,919,2014,Spring
124,1422,White Bass,133,ALL,230,146,2014,Spring
124,1423,White Bass,133,ALL,246,169,2014,Spring
124,1424,White Bass,133,ALL,254,197,2014,Spring
124,1425,White Bass,133,ALL,327,399,2014,Spring
124,1426,White Bass,133,ALL,256,177,2014,Spring
124,1427,Freshwater Drum,134,M,394,657,2014,Spring
124,1428,Freshwater Drum,134,M,388,588,2014,Spring
124,1429,Freshwater Drum,134,M,390,629,2014,Spring
124,1430,Freshwater Drum,134,M,379,522,2014,Spring
124,1431,Freshwater Drum,134,M,363,546,2014,Spring
124,1432,Freshwater Drum,134,S,295,293,2014,Spring
124,1433,Freshwater Drum,134,S,270,217,2014,Spring
124,1434,Freshwater Drum,134,S,270,206,2014,Spring
124,1435,Freshwater Drum,134,S,272,231,2014,Spring
124,1436,Freshwater Drum,134,S,260,191,2014,Spring
124,1437,Freshwater Drum,134,L,634,2110,2014,Spring
124,1438,Freshwater Drum,134,L,688,3345,2014,Spring
124,1439,Freshwater Drum,134,L,594,2245,2014,Spring
124,1440,Freshwater Drum,134,L,622,2660,2014,Spring
124,1441,Freshwater Drum,134,L,470,1215,2014,Spring
124,1442,Walleye,803,ALL,238,116,2014,Spring
124,1443,White Perch,132,L,302,481,2014,Spring
124,1444,White Perch,132,L,283,326,2014,Spring
124,1445,White Perch,132,L,238,199,2014,Spring
124,1446,White Perch,132,L,277,303,2014,Spring
124,1447,White Perch,132,L,250,235,2014,Spring
124,1448,White Perch,132,M,225,190,2014,Spring
124,1449,White Perch,132,M,217,144,2014,Spring
124,1450,White Perch,132,M,211,127,2014,Spring
124,1451,White Perch,132,M,194,102,2014,Spring
124,1452,White Perch,132,M,201,106,2014,Spring
124,1453,White Perch,132,S,174,74,2014,Spring
124,1454,White Perch,132,S,176,77,2014,Spring
124,1455,White Perch,132,S,156,46,2014,Spring
124,1456,White Perch,132,S,149,43,2014,Spring
124,1457,White Perch,132,S,171,61,2014,Spring
124,1458,Yellow Perch,801,S,106,12,2014,Spring
124,1459,Yellow Perch,801,S,107,13,2014,Spring
124,1460,Yellow Perch,801,S,115,16,2014,Spring
124,1461,Yellow Perch,801,S,94,8,2014,Spring
124,1462,Yellow Perch,801,M,156,42,2014,Spring
124,1463,Yellow Perch,801,M,160,45,2014,Spring
124,1464,Yellow Perch,801,M,155,40,2014,Spring
124,1465,Yellow Perch,801,M,163,47,2014,Spring
124,1466,Yellow Perch,801,M,159,40,2014,Spring
124,1467,Yellow Perch,801,L,185,67,2014,Spring
124,1468,Yellow Perch,801,L,183,63,2014,Spring
124,1469,Yellow Perch,801,L,205,93,2014,Spring
124,1470,Yellow Perch,801,L,182,66,2014,Spring
124,1471,Yellow Perch,801,L,203,93,2014,Spring
124,1472,Emerald Shiner,504,ALL,83,3,2014,Spring
124,1473,Emerald Shiner,504,ALL,92,5,2014,Spring
124,1474,Emerald Shiner,504,ALL,76,2,2014,Spring
124,1475,Emerald Shiner,504,ALL,91,4,2014,Spring
124,1476,Emerald Shiner,504,ALL,86,3,2014,Spring
124,1477,Trout Perch,131,ALL,84,4,2014,Spring
124,1478,Trout Perch,131,ALL,93,6,2014,Spring
124,1479,Trout Perch,131,ALL,91,5,2014,Spring
124,1480,Rainbow Smelt,109,ALL,106,6,2014,Spring
124,1481,Rainbow Smelt,109,ALL,111,7,2014,Spring
124,1482,Rainbow Smelt,109,ALL,88,3,2014,Spring
124,1483,Rainbow Smelt,109,ALL,88,3,2014,Spring
124,1484,Rainbow Smelt,109,ALL,93,3,2014,Spring
124,1485,White Perch,132,O/D,286,375,2014,Spring
124,1486,White Perch,132,O/D,265,245,2014,Spring
124,1487,White Perch,132,O/D,249,225,2014,Spring
124,1488,White Perch,132,O/D,232,150,2014,Spring
124,1489,White Perch,132,O/D,218,140,2014,Spring
124,1490,Yellow Perch,801,O/D,224,130,2014,Spring
124,1491,Yellow Perch,801,O/D,211,115,2014,Spring
124,1492,Yellow Perch,801,O/D,213,110,2014,Spring
124,1493,Yellow Perch,801,O/D,196,90,2014,Spring
124,1494,Yellow Perch,801,O/D,197,84,2014,Spring
119,1495,White Sucker,405,ALL,257,190,2014,Spring
119,1496,White Sucker,405,ALL,273,231,2014,Spring
119,1497,Walleye,803,ALL,251,123,2014,Spring
119,1498,Walleye,803,ALL,217,73,2014,Spring
119,1499,Channel Catfish,119,ALL,305,255,2014,Spring
119,1500,Channel Catfish,119,ALL,207,73,2014,Spring
119,1501,Walleye,803,ALL,224,95,2014,Spring
119,1502,Freshwater Drum,134,S,259,186,2014,Spring
119,1503,Freshwater Drum,134,S,250,161,2014,Spring
119,1504,Freshwater Drum,134,S,248,149,2014,Spring
119,1505,Freshwater Drum,134,S,268,211,2014,Spring
119,1506,Freshwater Drum,134,S,243,134,2014,Spring
119,1507,White Bass,133,ALL,341,411,2014,Spring
119,1508,White Bass,133,ALL,312,345,2014,Spring
119,1509,White Bass,133,ALL,254,187,2014,Spring
119,1510,White Bass,133,ALL,248,178,2014,Spring
119,1511,White Perch,132,M,146,37,2014,Spring
119,1512,White Perch,132,M,194,87,2014,Spring
119,1513,White Perch,132,M,145,45,2014,Spring
119,1514,White Perch,132,M,147,44,2014,Spring
119,1515,White Perch,132,M,148,48,2014,Spring
119,1516,White Perch,132,L,207,122,2014,Spring
119,1517,White Perch,132,L,196,105,2014,Spring
119,1518,White Perch,132,L,173,73,2014,Spring
119,1519,White Perch,132,L,268,317,2014,Spring
119,1520,White Perch,132,L,220,147,2014,Spring
119,1521,Channel Catfish,119,ALL,350,384,2014,Spring
119,1522,Yellow Perch,801,L,210,106,2014,Spring
119,1523,Yellow Perch,801,L,186,71,2014,Spring
119,1524,Yellow Perch,801,L,180,70,2014,Spring
119,1525,Yellow Perch,801,L,173,60,2014,Spring
119,1526,Yellow Perch,801,L,184,70,2014,Spring
119,1527,Freshwater Drum,134,L,517,1765,2014,Spring
119,1528,Freshwater Drum,134,L,578,2185,2014,Spring
119,1529,Freshwater Drum,134,L,604,2360,2014,Spring
119,1530,Freshwater Drum,134,L,690,3310,2014,Spring
119,1531,Freshwater Drum,134,L,543,1735,2014,Spring
119,1532,Freshwater Drum,134,M,430,1031,2014,Spring
119,1533,Freshwater Drum,134,M,367,497,2014,Spring
119,1534,Freshwater Drum,134,M,369,550,2014,Spring
119,1535,Freshwater Drum,134,M,363,509,2014,Spring
119,1536,Freshwater Drum,134,M,384,524,2014,Spring
119,1537,Yellow Perch,801,S,111,14,2014,Spring
119,1538,Yellow Perch,801,S,107,13,2014,Spring
119,1539,Yellow Perch,801,S,106,14,2014,Spring
119,1540,Yellow Perch,801,S,107,13,2014,Spring
119,1541,Yellow Perch,801,S,108,13,2014,Spring
119,1542,Emerald Shiner,504,ALL,66,2,2014,Spring
119,1543,Emerald Shiner,504,ALL,88,4,2014,Spring
119,1544,Emerald Shiner,504,ALL,88,5,2014,Spring
119,1545,Emerald Shiner,504,ALL,95,5,2014,Spring
119,1546,Emerald Shiner,504,ALL,80,4,2014,Spring
119,1547,Trout Perch,131,ALL,124,13,2014,Spring
119,1548,Trout Perch,131,ALL,94,6,2014,Spring
119,1549,Trout Perch,131,ALL,88,4,2014,Spring
119,1550,Trout Perch,131,ALL,92,7,2014,Spring
119,1551,Trout Perch,131,ALL,92,4,2014,Spring
119,1552,White Perch,132,S,91,6,2014,Spring
119,1553,White Perch,132,S,80,5,2014,Spring
119,1554,Rainbow Smelt,109,ALL,106,7,2014,Spring
119,1555,Rainbow Smelt,109,ALL,108,8,2014,Spring
119,1556,Rainbow Smelt,109,ALL,86,6,2014,Spring
119,1557,Rainbow Smelt,109,ALL,101,5,2014,Spring
119,1558,Rainbow Smelt,109,ALL,107,7,2014,Spring
119,1559,Yellow Perch,801,O/D,268,240,2014,Spring
119,1560,Yellow Perch,801,O/D,224,135,2014,Spring
119,1561,Yellow Perch,801,O/D,206,95,2014,Spring
119,1562,Yellow Perch,801,O/D,217,110,2014,Spring
119,1563,Yellow Perch,801,O/D,207,105,2014,Spring
119,1564,White Perch,132,O/D,247,210,2014,Spring
119,1565,White Perch,132,O/D,245,195,2014,Spring
119,1566,White Perch,132,O/D,239,200,2014,Spring
119,1567,White Perch,132,O/D,235,185,2014,Spring
119,1568,White Perch,132,O/D,216,150,2014,Spring
118,1569,Walleye,803,ALL,256,131,2014,Spring
118,1570,White Perch,132,M,155,50,2014,Spring
118,1571,Yellow Perch,801,S,115,16,2014,Spring
118,1572,Yellow Perch,801,S,110,14,2014,Spring
118,1573,Yellow Perch,801,S,104,11,2014,Spring
118,1574,Yellow Perch,801,S,116,15,2014,Spring
118,1575,Yellow Perch,801,S,101,10,2014,Spring
118,1576,Yellow Perch,801,M,174,58,2014,Spring
118,1577,Yellow Perch,801,M,190,79,2014,Spring
118,1578,Yellow Perch,801,M,174,62,2014,Spring
118,1579,Yellow Perch,801,M,163,48,2014,Spring
118,1580,Yellow Perch,801,M,161,46,2014,Spring
118,1581,Freshwater Drum,134,L,488,1360,2014,Spring
118,1582,Freshwater Drum,134,L,510,1664,2014,Spring
118,1583,Freshwater Drum,134,L,608,2800,2014,Spring
118,1584,Freshwater Drum,134,L,540,1545,2014,Spring
118,1585,Freshwater Drum,134,L,656,3090,2014,Spring
118,1586,Freshwater Drum,134,M,361,500,2014,Spring
118,1587,Freshwater Drum,134,M,373,559,2014,Spring
118,1588,Freshwater Drum,134,M,415,818,2014,Spring
118,1589,Freshwater Drum,134,M,435,935,2014,Spring
118,1590,Freshwater Drum,134,M,420,763,2014,Spring
118,1591,Trout Perch,131,ALL,92,6,2014,Spring
118,1592,Rainbow Smelt,109,ALL,89,3,2014,Spring
118,1593,Rainbow Smelt,109,ALL,81,3,2014,Spring
118,1594,Yellow Perch,801,O/D,212,110,2014,Spring
118,1595,Yellow Perch,801,O/D,215,110,2014,Spring
118,1596,Yellow Perch,801,O/D,202,100,2014,Spring
