Serial,date,time_st,Depth_Factor,n,Depth_Mean,Depth_Std.Dev,Depth_CV,Temp_Mean,Temp_Std.Dev,Temp_CV,SpCond_Mean,SpCond_Std.Dev,spCond_CV,pH_Mean,pH_Std.Dev,pH_CV,Turbitity_Mean,Turbitity_Std.Dev,Turbitity_CV,Chlor_Mean,Chlor_Std.Dev,Chlor_CV,DOpercent_Mean,DOpercent_Std.Dev,DOpercent_CV,DOppm_Mean,DOppm_Std.Dev,DOppm_CV,year,season
117,6/18/2013,826,"[5.12,5.38)",1,5,,,20.12,,,0.263,,,8.38,,,2.6,,,1.8,,,97.1,,,8.81,,,2013,Spring
117,6/18/2013,826,"[5.38,5.62)",3,5,0.022,0.004,20.12,0,0,0.263,0.001,0.004,8.38,0,0,2.6,0,0,1.8,0,0,97.1,0,0,8.81,0,0,2013,Spring
117,6/18/2013,826,"[5.88,6.12)",3,5,0.077,0.013,20.12,0,0,0.264,0.001,0.004,8.38,0,0,2.6,0,0,1.8,0,0,97.1,0,0,8.81,0,0,2013,Spring
117,6/18/2013,826,"[6.12,6.38)",1,6,,,20.12,,,0.263,,,8.38,,,2.6,,,1.8,,,97.1,,,8.8,,,2013,Spring
117,6/18/2013,826,"[6.38,6.62)",2,6,0.03,0.005,20.12,0,0,0.263,0,0,8.38,0,0,2.6,0,0,4.85,4.313,0.889,97.1,0,0,8.805,0.007,0.001,2013,Spring
117,6/18/2013,826,"[6.62,6.88)",1,6,,,20.11,,,0.263,,,8.38,,,8.2,,,3.2,,,107.3,,,9.73,,,2013,Spring
117,6/18/2013,826,"[6.88,7.12)",2,7,0.069,0.01,20.105,0.007,0,0.264,0.001,0.004,8.38,0,0,8.05,0.071,0.009,4.25,0.778,0.183,107.15,0.071,0.001,9.72,0,0,2013,Spring
117,6/18/2013,826,"[7.12,7.38)",1,7,,,20.1,,,0.263,,,8.38,,,7.9,,,2.4,,,107.2,,,9.72,,,2013,Spring
117,6/18/2013,826,"[7.38,7.62)",2,7,0.159,0.021,20.1,0,0,0.263,0,0,8.38,0,0,7.8,0.141,0.018,5.55,1.909,0.344,107.2,0,0,9.72,0,0,2013,Spring
117,6/18/2013,826,"[7.62,7.88)",2,7,0.032,0.004,20.09,0,0,0.264,0.001,0.004,8.38,0,0,8,0.424,0.053,3.2,3.111,0.972,107.2,0,0,9.725,0.007,0.001,2013,Spring
117,6/18/2013,826,"[7.88,8.12)",1,8,,,20.07,,,0.263,,,8.38,,,8.3,,,3.9,,,107.1,,,9.72,,,2013,Spring
117,6/18/2013,826,"[8.12,8.38)",2,8,0.006,0.001,19.85,0.141,0.007,0.263,0.001,0.004,8.37,0,0,9.8,0.424,0.043,2.75,1.202,0.437,106.75,0.071,0.001,9.725,0.021,0.002,2013,Spring
117,6/18/2013,826,"[8.38,8.62)",2,8,0.052,0.006,19.48,0.198,0.01,0.263,0.001,0.004,8.36,0,0,11.65,0.495,0.042,5.2,0.99,0.19,105.75,0.636,0.006,9.715,0.021,0.002,2013,Spring
117,6/18/2013,826,"[8.62,8.88)",3,8,0.102,0.012,19.343,0.093,0.005,0.264,0.001,0.004,8.35,0.01,0.001,11.833,0.85,0.072,4.9,0.361,0.074,104.9,0.854,0.008,9.657,0.06,0.006,2013,Spring
117,6/18/2013,826,"[8.88,9.12)",3,9,0.073,0.008,19.253,0.006,0,0.264,0.001,0.004,8.333,0.006,0.001,12.1,0.436,0.036,3.767,0.757,0.201,102.967,0.603,0.006,9.497,0.05,0.005,2013,Spring
117,6/18/2013,826,"[9.12,9.38)",1,9,,,19.25,,,0.265,,,8.32,,,12.2,,,4.2,,,101.9,,,9.4,,,2013,Spring
117,6/18/2013,826,"[9.38,9.62)",3,9,0.059,0.006,19.25,0,0,0.264,0.001,0.004,8.307,0.006,0.001,11.933,0.814,0.068,4.2,3.105,0.739,101,0.4,0.004,9.317,0.035,0.004,2013,Spring
117,6/18/2013,826,"[9.88,10.1)",1,1,,,19.24,,,0.264,,,8.29,,,13.2,,,7.7,,,99.5,,,9.18,,,2013,Spring
117,6/18/2013,826,"[10.1,10.4)",3,1,0.108,0.011,19.243,0.006,0,0.264,0.001,0.004,8.287,0.006,0.001,15.033,0.416,0.028,5.467,2.367,0.433,99.767,0.551,0.006,9.203,0.05,0.005,2013,Spring
117,6/18/2013,826,"[10.4,10.6)",4,1,0.078,0.007,19.24,0,0,0.264,0,0,8.275,0.006,0.001,118.7,217.781,1.835,9.1,5.481,0.602,98.525,0.299,0.003,9.092,0.03,0.003,2013,Spring
118,6/18/2013,936,"[0.125,0.375)",3,0,0.082,0.322,18.7,0.606,0.032,0.2,0.048,0.24,8.36,0.02,0.002,9.733,3.782,0.389,35.633,59.768,1.677,104.1,2.381,0.023,9.717,0.336,0.035,2013,Spring
118,6/18/2013,936,"[0.375,0.625)",1,0,,,19.39,,,0.252,,,8.33,,,7.2,,,0.2,,,101.2,,,9.31,,,2013,Spring
118,6/18/2013,936,"[0.875,1.12)",1,0,,,19.45,,,0.252,,,8.33,,,7.4,,,-0.6,,,101.2,,,9.3,,,2013,Spring
118,6/18/2013,936,"[1.12,1.38)",1,1,,,19.47,,,0.252,,,8.32,,,7.7,,,-2.3,,,101.1,,,9.29,,,2013,Spring
118,6/18/2013,936,"[1.38,1.62)",1,1,,,19.48,,,0.252,,,8.32,,,7.2,,,3.8,,,101.1,,,9.28,,,2013,Spring
118,6/18/2013,936,"[1.62,1.88)",1,1,,,19.48,,,0.252,,,8.32,,,7.3,,,0.2,,,101,,,9.28,,,2013,Spring
118,6/18/2013,936,"[2.12,2.38)",2,2,0.093,0.04,19.49,0,0,0.252,0,0,8.31,0,0,8.15,1.061,0.13,-0.6,1.838,-3.063,100.95,0.071,0.001,9.265,0.007,0.001,2013,Spring
118,6/18/2013,936,"[2.62,2.88)",1,2,,,19.49,,,0.252,,,8.3,,,8,,,0.8,,,100.8,,,9.26,,,2013,Spring
118,6/18/2013,936,"[2.88,3.12)",1,2,,,19.49,,,0.252,,,8.3,,,7.8,,,-0.5,,,100.7,,,9.25,,,2013,Spring
118,6/18/2013,936,"[3.38,3.62)",2,3,0.047,0.014,19.495,0.007,0,0.252,0,0,8.3,0,0,7.55,0.071,0.009,0.85,2.333,2.745,100.7,0,0,9.245,0.007,0.001,2013,Spring
118,6/18/2013,936,"[3.62,3.88)",1,3,,,19.5,,,0.252,,,8.29,,,7.5,,,2.6,,,100.6,,,9.24,,,2013,Spring
118,6/18/2013,936,"[4.12,4.38)",2,4,0.025,0.006,19.5,0,0,0.252,0,0,8.29,0,0,7.6,0.141,0.019,0.95,1.909,2.009,100.5,0,0,9.22,0,0,2013,Spring
118,6/18/2013,936,"[4.38,4.62)",1,4,,,19.5,,,0.252,,,8.29,,,7.7,,,1.6,,,100.4,,,9.22,,,2013,Spring
118,6/18/2013,936,"[4.62,4.88)",1,4,,,19.5,,,0.252,,,8.29,,,7.6,,,2.4,,,100.4,,,9.21,,,2013,Spring
118,6/18/2013,936,"[4.88,5.12)",1,5,,,19.5,,,0.252,,,8.28,,,7.6,,,1.5,,,100.4,,,9.21,,,2013,Spring
118,6/18/2013,936,"[5.38,5.62)",2,5,0.039,0.007,19.5,0,0,0.252,0,0,8.28,0,0,7.6,0.141,0.019,1.55,0.495,0.319,100.3,0,0,9.21,0,0,2013,Spring
118,6/18/2013,936,"[5.62,5.88)",1,5,,,19.5,,,0.252,,,8.28,,,7.7,,,2.3,,,100.3,,,9.2,,,2013,Spring
118,6/18/2013,936,"[5.88,6.12)",1,6,,,19.51,,,0.25,,,8.28,,,7.6,,,0.6,,,100.2,,,9.19,,,2013,Spring
118,6/18/2013,936,"[6.12,6.38)",1,6,,,19.5,,,0.252,,,8.28,,,7.7,,,0.6,,,100.1,,,9.19,,,2013,Spring
118,6/18/2013,936,"[6.38,6.62)",1,6,,,19.5,,,0.252,,,8.28,,,7.5,,,3,,,100.1,,,9.18,,,2013,Spring
118,6/18/2013,936,"[6.62,6.88)",1,6,,,19.5,,,0.252,,,8.28,,,7.5,,,1.1,,,100.1,,,9.18,,,2013,Spring
118,6/18/2013,936,"[6.88,7.12)",1,6,,,19.5,,,0.252,,,8.28,,,7.4,,,0.9,,,100,,,9.18,,,2013,Spring
118,6/18/2013,936,"[7.12,7.38)",1,7,,,19.5,,,0.252,,,8.28,,,7.6,,,-0.9,,,100.1,,,9.19,,,2013,Spring
118,6/18/2013,936,"[7.38,7.62)",1,7,,,19.49,,,0.252,,,8.27,,,7.7,,,2.8,,,100,,,9.18,,,2013,Spring
118,6/18/2013,936,"[7.62,7.88)",1,7,,,19.49,,,0.252,,,8.27,,,7.4,,,2.2,,,100,,,9.18,,,2013,Spring
118,6/18/2013,936,"[8.38,8.62)",3,8,0.122,0.014,19.473,0.015,0.001,0.252,0.001,0.004,8.27,0,0,7.7,0.173,0.022,2.333,1.626,0.697,100,0,0,9.18,0,0,2013,Spring
118,6/18/2013,936,"[9.12,9.38)",1,9,,,19.43,,,0.251,,,8.27,,,7.9,,,-4.2,,,99.9,,,9.18,,,2013,Spring
118,6/18/2013,936,"[9.38,9.62)",2,9,0.128,0.014,19.325,0.049,0.003,0.25,0,0,8.27,0,0,7.9,0.141,0.018,2.15,0.919,0.427,99.75,0.071,0.001,9.185,0.007,0.001,2013,Spring
118,6/18/2013,936,"[9.62,9.88)",1,9,,,19.25,,,0.251,,,8.27,,,7.9,,,-2.9,,,99.5,,,9.18,,,2013,Spring
118,6/18/2013,936,"[9.88,10.1)",3,1,0.051,0.005,19.047,0.144,0.008,0.249,0.001,0.004,8.267,0.006,0.001,8.767,0.306,0.035,1.4,1.453,1.038,98.733,0.451,0.005,9.143,0.021,0.002,2013,Spring
118,6/18/2013,936,"[10.1,10.4)",3,1,0.11,0.011,18.947,0.155,0.008,0.248,0.001,0.004,8.263,0.006,0.001,9.267,0.153,0.017,1.7,0.854,0.502,98,0.9,0.009,9.09,0.056,0.006,2013,Spring
118,6/18/2013,936,"[10.4,10.6)",3,1,0.025,0.002,18.837,0.021,0.001,0.248,0,0,8.257,0.006,0.001,10.2,0.917,0.09,0.933,1.553,1.665,97.267,0.513,0.005,9.047,0.042,0.005,2013,Spring
118,6/18/2013,936,"[10.6,10.9)",1,1,,,18.8,,,0.248,,,8.24,,,9.4,,,0.1,,,95.8,,,8.92,,,2013,Spring
118,6/18/2013,936,"[10.9,11.1)",4,1,0.08,0.007,18.802,0.005,0,0.248,0,0,8.235,0.006,0.001,268.1,516.067,1.925,-0.15,0.48,-3.2,95.875,0.457,0.005,8.922,0.04,0.004,2013,Spring
119,6/19/2013,1040,"[0.125,0.375)",31,0,0.049,0.269,17.681,1.186,0.067,0.129,0.096,0.744,8.138,0.038,0.005,18.1,14.028,0.775,8.745,33.607,3.843,84.781,2.993,0.035,8.076,0.186,0.023,2013,Spring
119,6/19/2013,1040,"[0.375,0.625)",4,0,0.056,0.122,19.573,0.042,0.002,0.242,0.001,0.004,8.15,0.008,0.001,10.35,0.3,0.029,1.125,0.9,0.8,91.2,1.918,0.021,8.36,0.17,0.02,2013,Spring
119,6/19/2013,1040,"[0.625,0.875)",3,0,0.022,0.031,19.6,0,0,0.242,0.001,0.004,8.14,0,0,10.633,0.929,0.087,-0.967,3.821,-3.951,92.767,0.404,0.004,8.5,0.036,0.004,2013,Spring
119,6/19/2013,1040,"[0.875,1.12)",1,1,,,19.6,,,0.242,,,8.14,,,10.3,,,-1.7,,,93.4,,,8.55,,,2013,Spring
119,6/19/2013,1040,"[1.12,1.38)",2,1,0.099,0.079,19.605,0.007,0,0.242,0.001,0.004,8.14,0,0,10.75,0.495,0.046,-2.4,2.687,-1.12,93.65,0.071,0.001,8.575,0.007,0.001,2013,Spring
119,6/19/2013,1040,"[1.38,1.62)",1,1,,,19.6,,,0.242,,,8.14,,,10.3,,,1.4,,,93.8,,,8.59,,,2013,Spring
119,6/19/2013,1040,"[1.62,1.88)",3,1,0.001,0.001,19.607,0.006,0,0.242,0.001,0.004,8.14,0,0,10.3,0.2,0.019,-0.033,1.724,-52.242,94.1,0.2,0.002,8.62,0.02,0.002,2013,Spring
119,6/19/2013,1040,"[2.12,2.38)",1,2,,,19.61,,,0.242,,,8.14,,,10.2,,,2.1,,,94.4,,,8.65,,,2013,Spring
119,6/19/2013,1040,"[2.38,2.62)",3,2,0.051,0.02,19.61,0,0,0.242,0.001,0.004,8.14,0,0,10.4,0.3,0.029,-0.667,1.274,-1.91,94.6,0.1,0.001,8.663,0.006,0.001,2013,Spring
119,6/19/2013,1040,"[2.88,3.12)",1,3,,,19.61,,,0.242,,,8.14,,,11.5,,,-0.2,,,94.7,,,8.67,,,2013,Spring
119,6/19/2013,1040,"[3.12,3.38)",1,3,,,19.61,,,0.242,,,8.14,,,11.1,,,1.8,,,94.8,,,8.69,,,2013,Spring
119,6/19/2013,1040,"[3.38,3.62)",2,3,0.021,0.006,19.595,0.007,0,0.242,0,0,8.145,0.007,0.001,11.05,0.071,0.006,0.9,1.838,2.042,94.95,0.071,0.001,8.7,0,0,2013,Spring
119,6/19/2013,1040,"[3.62,3.88)",1,3,,,19.58,,,0.242,,,8.14,,,11.2,,,-2.3,,,95.1,,,8.71,,,2013,Spring
119,6/19/2013,1040,"[3.88,4.12)",1,4,,,19.57,,,0.243,,,8.14,,,11.6,,,0.9,,,95,,,8.71,,,2013,Spring
119,6/19/2013,1040,"[4.12,4.38)",1,4,,,19.56,,,0.243,,,8.15,,,11.2,,,0.3,,,95.1,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[4.38,4.62)",1,4,,,19.54,,,0.242,,,8.15,,,11.4,,,0.6,,,95.1,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[4.62,4.88)",1,4,,,19.54,,,0.242,,,8.14,,,11.2,,,0.3,,,95.1,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[5.12,5.38)",1,5,,,19.53,,,0.242,,,8.14,,,11.9,,,2.8,,,95.1,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[5.38,5.62)",2,5,0.01,0.002,19.515,0.007,0,0.242,0.001,0.004,8.15,0,0,11,0.424,0.039,-0.1,0.424,-4.24,95.1,0,0,8.72,0,0,2013,Spring
119,6/19/2013,1040,"[5.88,6.12)",1,5,,,19.5,,,0.243,,,8.14,,,11.1,,,0.1,,,95,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[6.12,6.38)",2,6,0.059,0.009,19.49,0.014,0.001,0.242,0.001,0.004,8.15,0,0,11.9,0.283,0.024,-0.3,0.707,-2.357,95,0,0,8.72,0,0,2013,Spring
119,6/19/2013,1040,"[6.38,6.62)",1,6,,,19.49,,,0.243,,,8.15,,,11.2,,,-0.9,,,94.9,,,8.71,,,2013,Spring
119,6/19/2013,1040,"[6.62,6.88)",1,6,,,19.48,,,0.242,,,8.15,,,12.6,,,1.7,,,95,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[6.88,7.12)",1,7,,,19.47,,,0.242,,,8.14,,,16.3,,,-2,,,94.9,,,8.72,,,2013,Spring
119,6/19/2013,1040,"[7.12,7.38)",2,7,0.04,0.006,19.46,0,0,0.242,0.001,0.004,8.15,0,0,13.45,1.626,0.121,-0.85,0.636,-0.748,94.85,0.071,0.001,8.715,0.007,0.001,2013,Spring
119,6/19/2013,1040,"[7.38,7.62)",1,7,,,19.46,,,0.243,,,8.14,,,14,,,-0.7,,,94.8,,,8.71,,,2013,Spring
119,6/19/2013,1040,"[7.62,7.88)",2,7,0.01,0.001,19.46,0,0,0.243,0,0,8.145,0.007,0.001,12.9,1.273,0.099,0.2,0.99,4.95,94.75,0.071,0.001,8.705,0.007,0.001,2013,Spring
119,6/19/2013,1040,"[7.88,8.12)",2,7,0.012,0.002,19.45,0,0,0.243,0,0,8.15,0,0,13.25,0.919,0.069,-0.7,0.424,-0.606,94.65,0.071,0.001,8.695,0.007,0.001,2013,Spring
119,6/19/2013,1040,"[8.12,8.38)",3,8,0.098,0.012,19.45,0,0,0.243,0.001,0.004,8.143,0.006,0.001,13,0.361,0.028,-0.8,1.453,-1.816,94.533,0.058,0.001,8.683,0.006,0.001,2013,Spring
119,6/19/2013,1040,"[8.38,8.62)",1,8,,,19.45,,,0.243,,,8.14,,,13.8,,,-1.2,,,94.5,,,8.68,,,2013,Spring
119,6/19/2013,1040,"[8.88,9.12)",1,8,,,19.45,,,0.243,,,8.14,,,13.6,,,1.1,,,94.5,,,8.68,,,2013,Spring
120,6/17/2013,1128,"[0.125,0.375)",5,0,0.071,0.267,21.254,0.356,0.017,0.256,0.053,0.207,7.982,0.043,0.005,12.38,7.046,0.569,5.92,6.315,1.067,87.16,4.281,0.049,7.728,0.434,0.056,2013,Spring
120,6/17/2013,1128,"[0.375,0.625)",13,0,0.063,0.136,20.96,0.285,0.014,0.279,0.001,0.004,8.009,0.033,0.004,10.262,4.358,0.425,2.3,2.273,0.988,90.3,4.151,0.046,8.054,0.413,0.051,2013,Spring
120,6/17/2013,1128,"[0.625,0.875)",1,0,,,20.53,,,0.278,,,8.05,,,8.8,,,4.3,,,96.2,,,8.65,,,2013,Spring
120,6/17/2013,1128,"[1.12,1.38)",1,1,,,20.47,,,0.277,,,8.06,,,9.3,,,5,,,96.7,,,8.7,,,2013,Spring
120,6/17/2013,1128,"[1.38,1.62)",2,1,0.1,0.066,20.315,0.064,0.003,0.276,0.001,0.004,8.065,0.007,0.001,9.6,0.566,0.059,3.45,2.192,0.635,97.25,0.212,0.002,8.78,0.028,0.003,2013,Spring
120,6/17/2013,1128,"[1.88,2.12)",1,1,,,20.15,,,0.274,,,8.06,,,11.2,,,3.8,,,97.6,,,8.84,,,2013,Spring
120,6/17/2013,1128,"[2.12,2.38)",2,2,0.151,0.067,19.985,0.078,0.004,0.273,0.001,0.004,8.07,0,0,10.6,0.424,0.04,5.3,2.404,0.454,97.85,0.071,0.001,8.895,0.021,0.002,2013,Spring
120,6/17/2013,1128,"[2.38,2.62)",1,2,,,19.84,,,0.272,,,8.07,,,10.8,,,0.6,,,98,,,8.93,,,2013,Spring
120,6/17/2013,1128,"[2.62,2.88)",1,2,,,19.77,,,0.273,,,8.07,,,11.2,,,2.4,,,98.1,,,8.95,,,2013,Spring
120,6/17/2013,1128,"[2.88,3.12)",1,2,,,19.74,,,0.273,,,8.06,,,10.9,,,3.1,,,98.1,,,8.96,,,2013,Spring
120,6/17/2013,1128,"[3.12,3.38)",2,3,0.111,0.034,19.755,0.021,0.001,0.274,0,0,8.06,0,0,10.35,0.212,0.02,3.05,1.061,0.348,97.95,0.071,0.001,8.945,0.007,0.001,2013,Spring
120,6/17/2013,1128,"[3.38,3.62)",1,3,,,19.78,,,0.273,,,8.05,,,10.2,,,3.5,,,98,,,8.94,,,2013,Spring
120,6/17/2013,1128,"[3.88,4.12)",1,3,,,19.78,,,0.273,,,8.05,,,10.4,,,4.4,,,97.8,,,8.93,,,2013,Spring
120,6/17/2013,1128,"[4.12,4.38)",3,4,0.079,0.019,19.707,0.04,0.002,0.272,0.001,0.004,8.047,0.006,0.001,10.4,0.436,0.042,3.733,0.95,0.254,97.7,0.1,0.001,8.93,0,0,2013,Spring
120,6/17/2013,1128,"[4.38,4.62)",3,4,0.07,0.016,19.667,0.006,0,0.273,0.001,0.004,8.04,0,0,10.867,0.902,0.083,2.067,1.002,0.485,97.233,0.153,0.002,8.893,0.015,0.002,2013,Spring
120,6/17/2013,1128,"[4.62,4.88)",2,4,0.1,0.021,19.66,0,0,0.272,0.001,0.004,8.03,0,0,10.45,1.202,0.115,5,7.92,1.584,96.9,0.141,0.001,8.865,0.007,0.001,2013,Spring
120,6/17/2013,1128,"[4.88,5.12)",2,5,0.078,0.015,19.65,0,0,0.273,0,0,8.03,0,0,10.75,0.071,0.007,0.55,1.485,2.7,96.6,0.141,0.001,8.835,0.007,0.001,2013,Spring
120,6/17/2013,1128,"[5.12,5.38)",2,5,0.12,0.023,19.65,0,0,0.272,0.001,0.004,8.025,0.007,0.001,10.8,0.99,0.092,0.9,0.424,0.471,96.25,0.071,0.001,8.805,0.007,0.001,2013,Spring
120,6/17/2013,1128,"[5.38,5.62)",1,5,,,19.65,,,0.273,,,8.02,,,10.6,,,-0.5,,,96.1,,,8.79,,,2013,Spring
120,6/17/2013,1128,"[5.62,5.88)",1,5,,,19.65,,,0.272,,,8.02,,,12.3,,,3.2,,,95.9,,,8.78,,,2013,Spring
120,6/17/2013,1128,"[5.88,6.12)",1,6,,,19.65,,,0.273,,,8.02,,,10.7,,,4.7,,,95.8,,,8.77,,,2013,Spring
120,6/17/2013,1128,"[6.12,6.38)",1,6,,,19.65,,,0.273,,,8.01,,,10,,,2.1,,,95.7,,,8.76,,,2013,Spring
120,6/17/2013,1128,"[6.38,6.62)",1,6,,,19.65,,,0.272,,,8.01,,,11.1,,,-0.4,,,95.6,,,8.74,,,2013,Spring
120,6/17/2013,1128,"[6.62,6.88)",1,6,,,19.65,,,0.273,,,8.01,,,12.7,,,2.4,,,95.4,,,8.73,,,2013,Spring
120,6/17/2013,1128,"[6.88,7.12)",1,6,,,19.64,,,0.273,,,8.01,,,11.3,,,3.4,,,95.3,,,8.72,,,2013,Spring
120,6/17/2013,1128,"[7.12,7.38)",2,7,0.113,0.016,19.64,0,0,0.273,0,0,8.01,0,0,11.7,1.697,0.145,6.25,3.041,0.487,95.05,0.212,0.002,8.7,0.014,0.002,2013,Spring
120,6/17/2013,1128,"[7.38,7.62)",2,7,0.036,0.005,19.64,0,0,0.272,0.001,0.004,8.01,0,0,20.9,13.435,0.643,4.05,2.758,0.681,94.8,0.141,0.001,8.675,0.007,0.001,2013,Spring
121,6/20/2013,806,"[0.125,0.375)",7,0,0.082,0.339,20.11,0,0,0.261,0,0,8.13,0,0,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[0.375,0.625)",1,0,,,20.11,,,0.262,,,8.13,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[0.625,0.875)",1,0,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[1.12,1.38)",1,1,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[1.38,1.62)",1,1,,,20.11,,,0.261,,,8.13,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[1.62,1.88)",1,1,,,20.11,,,0.262,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[2.12,2.38)",1,2,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[2.38,2.62)",1,2,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[3.12,3.38)",1,3,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[3.38,3.62)",1,3,,,20.11,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[3.88,4.12)",1,4,,,20.1,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[4.12,4.38)",1,4,,,20.11,,,0.262,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[4.88,5.12)",6,5,0.089,0.018,20.107,0.005,0,0.261,0,0,8.12,0,0,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[5.38,5.62)",8,5,0.037,0.007,20.1,0,0,0.261,0.001,0.004,8.12,0,0,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[5.62,5.88)",1,5,,,20.1,,,0.262,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[5.88,6.12)",1,6,,,20.1,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[6.12,6.38)",1,6,,,20.1,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[6.38,6.62)",1,6,,,20.1,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[6.62,6.88)",1,6,,,20.1,,,0.261,,,8.12,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[6.88,7.12)",2,6,0.033,0.005,20.1,0,0,0.262,0.001,0.004,8.115,0.007,0.001,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[7.12,7.38)",1,7,,,20.1,,,0.261,,,8.11,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[7.62,7.88)",3,7,0.122,0.016,20.097,0.006,0,0.262,0.001,0.004,8.11,0,0,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[8.12,8.38)",1,8,,,20.09,,,0.262,,,8.11,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[8.38,8.62)",2,8,0.09,0.011,20.09,0,0,0.262,0.001,0.004,8.11,0,0,9.2,0,0,2.6,0,0,99.8,0,0,9.05,0,0,2013,Spring
121,6/20/2013,806,"[8.62,8.88)",1,8,,,20.08,,,0.261,,,8.11,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[8.88,9.12)",1,8,,,20.08,,,0.262,,,8.11,,,9.2,,,2.6,,,99.8,,,9.05,,,2013,Spring
121,6/20/2013,806,"[9.12,9.38)",1,9,,,20.08,,,0.262,,,8.11,,,9.2,,,2.6,,,99.8,,,9.06,,,2013,Spring
121,6/20/2013,806,"[9.38,9.62)",2,9,0.146,0.015,20.005,0.035,0.002,0.262,0.001,0.004,8.1,0,0,10.2,1.414,0.139,-0.75,0.778,-1.037,98.65,1.768,0.018,8.965,0.148,0.017,2013,Spring
121,6/20/2013,806,"[9.88,10.1)",1,9,,,19.93,,,0.263,,,8.1,,,13,,,-1.7,,,97.2,,,8.84,,,2013,Spring
121,6/20/2013,806,"[10.1,10.4)",2,1,0.122,0.012,19.855,0.021,0.001,0.264,0,0,8.09,0,0,13.05,1.202,0.092,-0.2,0.141,-0.705,96.8,0.141,0.001,8.825,0.007,0.001,2013,Spring
121,6/20/2013,806,"[10.4,10.6)",2,1,0.007,0.001,19.815,0.007,0,0.264,0,0,8.09,0,0,19.6,6.081,0.31,2.65,0.071,0.027,96.3,0.141,0.001,8.79,0.014,0.002,2013,Spring
122,6/19/2013,827,"[0.125,0.375)",23,0,0.046,0.277,20.046,1.519,0.076,0.085,0.087,1.024,8.055,0.108,0.013,9.065,8.541,0.942,1.43,6.922,4.841,86.5,0.492,0.006,7.866,0.273,0.035,2013,Spring
122,6/19/2013,827,"[0.375,0.625)",1,0,,,19.37,,,0.257,,,8.2,,,12.1,,,0,,,88.2,,,8.11,,,2013,Spring
122,6/19/2013,827,"[0.625,0.875)",5,0,0.053,0.071,19.528,0.029,0.001,0.256,0,0,8.19,0.007,0.001,11.02,0.327,0.03,0.9,1.515,1.683,89.9,0.919,0.01,8.246,0.084,0.01,2013,Spring
122,6/19/2013,827,"[0.875,1.12)",1,0,,,19.55,,,0.256,,,8.18,,,11,,,1.8,,,91.5,,,8.39,,,2013,Spring
