serial,species,life_stage,NperHA,KgperHA,year,season
529,Trout Perch,YAO,415.91,3.47,2013,Autumn
529,Trout Perch,YOY,16.61,0.05,2013,Autumn
530,Trout Perch,YAO,5.89,0.03,2013,Autumn
530,Trout Perch,YOY,0.18,0,2013,Autumn
531,Trout Perch,YAO,51.24,0.23,2013,Autumn
531,Trout Perch,YOY,4.44,0.02,2013,Autumn
534,Trout Perch,YAO,48.98,0.32,2013,Autumn
534,Trout Perch,YOY,5.26,0.03,2013,Autumn
535,Trout Perch,YAO,2.89,0.03,2013,Autumn
535,Trout Perch,YOY,0.67,0.01,2013,Autumn
536,Trout Perch,YAO,1.93,0.01,2013,Autumn
538,Trout Perch,YAO,12.29,0.1,2013,Autumn
538,Trout Perch,YOY,0.02,0,2013,Autumn
541,Trout Perch,YAO,11.72,0.18,2013,Autumn
102,Walleye,Age_1,1.61,0.16,2014,Spring
103,Walleye,Age_1,5.96,1.32,2014,Spring
103,Walleye,Age_2+,3.9,0.87,2014,Spring
103,Walleye,YOY,0.16,0.03,2014,Spring
104,Walleye,Age_1,14.89,1.42,2014,Spring
104,Walleye,Age_2+,1.65,1.31,2014,Spring
105,Walleye,Age_1,0.01,0.01,2014,Spring
105,Walleye,Age_2+,3.09,6.8,2014,Spring
106,Walleye,Age_2+,6.75,2.99,2014,Spring
107,Walleye,Age_2+,1.79,0.76,2014,Spring
108,Walleye,Age_1,1.46,0.4,2014,Spring
108,Walleye,Age_2+,1.77,0.48,2014,Spring
108,Walleye,YOY,0.05,0.01,2014,Spring
109,Walleye,Age_2+,1.55,2.29,2014,Spring
110,Walleye,Age_1,5.66,0.44,2014,Spring
110,Walleye,Age_2+,9.89,8.37,2014,Spring
111,Walleye,Age_1,2.97,0.28,2014,Spring
112,Walleye,Age_1,0.85,1.32,2014,Spring
112,Walleye,Age_2+,3.35,5.21,2014,Spring
112,Walleye,ALL,0.42,0.65,2014,Spring
112,Walleye,YOY,1.1,1.71,2014,Spring
113,Walleye,Age_1,26.63,2.48,2014,Spring
113,Walleye,Age_2+,11.65,8.49,2014,Spring
115,Walleye,Age_2+,1.49,2.09,2014,Spring
116,Walleye,Age_1,26.77,3.4,2014,Spring
116,Walleye,Age_2+,28.55,14.7,2014,Spring
117,Walleye,Age_1,6.04,0.48,2014,Spring
117,Walleye,Age_2+,13.53,9.41,2014,Spring
118,Walleye,Age_1,1.55,0.2,2014,Spring
119,Walleye,Age_1,4.38,0.42,2014,Spring
120,Walleye,Age_1,60.21,7.39,2014,Spring
120,Walleye,Age_2+,4.41,2.8,2014,Spring
121,Walleye,Age_1,16.71,1.88,2014,Spring
121,Walleye,Age_2+,1.67,1.14,2014,Spring
122,Walleye,Age_2+,4.94,5.82,2014,Spring
123,Walleye,Age_2+,8.24,10.08,2014,Spring
124,Walleye,Age_1,1.49,0.17,2014,Spring
125,Walleye,Age_1,36.85,4.85,2014,Spring
125,Walleye,Age_2+,6.88,7.72,2014,Spring
125,Walleye,YOY,0,0.01,2014,Spring
127,Walleye,Age_2+,3.1,4.67,2014,Spring
128,Walleye,Age_1,1.67,0.52,2014,Spring
128,Walleye,Age_2+,2.7,0.83,2014,Spring
129,Walleye,Age_2+,1.63,3.03,2014,Spring
132,Walleye,Age_2+,1.61,1.12,2014,Spring
133,Walleye,Age_2+,1.44,2.28,2014,Spring
138,Walleye,Age_2+,3.03,8.02,2014,Spring
139,Walleye,Age_2+,2.89,4.15,2014,Spring
141,Walleye,Age_1,19.33,2.52,2014,Spring
141,Walleye,Age_2+,5.22,6.26,2014,Spring
501,Walleye,Age_1,1.63,1.01,2014,Autumn
501,Walleye,Age_2+,1.96,1.21,2014,Autumn
501,Walleye,YOY,17.88,1.03,2014,Autumn
502,Walleye,Age_1,6.58,2.54,2014,Autumn
502,Walleye,Age_2+,3.72,3.81,2014,Autumn
502,Walleye,YOY,36.03,1.46,2014,Autumn
503,Walleye,YOY,17.23,0.78,2014,Autumn
504,Walleye,Age_1,6.78,4.03,2014,Autumn
504,Walleye,Age_2+,8.86,11.05,2014,Autumn
504,Walleye,YOY,9.63,0.6,2014,Autumn
505,Walleye,YOY,5.68,0.18,2014,Autumn
506,Walleye,YOY,8.67,0.35,2014,Autumn
508,Walleye,Age_1,1.58,0.54,2014,Autumn
508,Walleye,YOY,26.86,1.06,2014,Autumn
509,Walleye,Age_1,5.68,2.97,2014,Autumn
509,Walleye,Age_2+,4.03,2.1,2014,Autumn
509,Walleye,YOY,65.04,2.76,2014,Autumn
510,Walleye,Age_1,5.11,1.69,2014,Autumn
510,Walleye,YOY,197.27,1.52,2014,Autumn
511,Walleye,YOY,41.21,1.79,2014,Autumn
512,Walleye,Age_1,11,6.78,2014,Autumn
512,Walleye,Age_2+,12.62,11.34,2014,Autumn
512,Walleye,YOY,8.15,0.54,2014,Autumn
513,Walleye,Age_1,6.57,3.5,2014,Autumn
513,Walleye,Age_2+,9.62,6.46,2014,Autumn
513,Walleye,YOY,16.21,0.71,2014,Autumn
514,Walleye,Age_1,2.36,1.34,2014,Autumn
514,Walleye,Age_2+,2.54,1.44,2014,Autumn
514,Walleye,YOY,63.83,2.67,2014,Autumn
515,Walleye,YOY,6.28,0.2,2014,Autumn
516,Walleye,Age_1,6.22,2.67,2014,Autumn
516,Walleye,Age_2+,2.03,0.87,2014,Autumn
516,Walleye,YOY,22.33,1.26,2014,Autumn
517,Walleye,Age_1,1.83,0.58,2014,Autumn
517,Walleye,Age_2+,9.1,12.9,2014,Autumn
517,Walleye,YOY,3.64,0.17,2014,Autumn
518,Walleye,Age_1,5.36,1.77,2014,Autumn
518,Walleye,YOY,42,1.88,2014,Autumn
519,Walleye,YOY,72.12,1.08,2014,Autumn
520,Walleye,Age_1,8.82,3.23,2014,Autumn
520,Walleye,Age_2+,2.07,3.15,2014,Autumn
520,Walleye,YOY,58.66,3.36,2014,Autumn
521,Walleye,Age_1,1.61,0.5,2014,Autumn
521,Walleye,YOY,8.05,0.42,2014,Autumn
522,Walleye,Age_1,1.74,0.47,2014,Autumn
522,Walleye,Age_2+,1.74,2.82,2014,Autumn
522,Walleye,YOY,43.95,1.89,2014,Autumn
523,Walleye,Age_1,2.43,0.79,2014,Autumn
523,Walleye,Age_2+,0.12,0.04,2014,Autumn
523,Walleye,YOY,51.74,2.34,2014,Autumn
524,Walleye,Age_1,1.66,0.48,2014,Autumn
524,Walleye,Age_2+,3.32,10.38,2014,Autumn
524,Walleye,YOY,74.79,3.1,2014,Autumn
525,Walleye,Age_1,12.13,4.67,2014,Autumn
525,Walleye,Age_2+,1.53,2.76,2014,Autumn
525,Walleye,YOY,24.27,1.3,2014,Autumn
526,Walleye,Age_1,4.55,1.99,2014,Autumn
526,Walleye,Age_2+,2.41,4.3,2014,Autumn
526,Walleye,YOY,22.29,1.11,2014,Autumn
527,Walleye,Age_1,2.66,1.55,2014,Autumn
527,Walleye,Age_2+,3.15,1.84,2014,Autumn
527,Walleye,YOY,22.17,1.03,2014,Autumn
528,Walleye,YOY,72.61,0,2014,Autumn
529,Walleye,Age_1,4.27,1.29,2014,Autumn
529,Walleye,Age_2+,1.82,3.42,2014,Autumn
529,Walleye,YOY,0.26,0.08,2014,Autumn
530,Walleye,Age_1,4.67,1.48,2014,Autumn
530,Walleye,Age_2+,3.12,3.04,2014,Autumn
530,Walleye,YOY,4.68,0.25,2014,Autumn
531,Walleye,Age_1,4.19,1.41,2014,Autumn
531,Walleye,Age_2+,2.79,2.5,2014,Autumn
531,Walleye,YOY,4.19,0.22,2014,Autumn
532,Walleye,Age_1,7.77,2.92,2014,Autumn
532,Walleye,Age_2+,4.41,8.86,2014,Autumn
532,Walleye,YOY,3.05,0.15,2014,Autumn
533,Walleye,Age_1,0.01,0,2014,Autumn
533,Walleye,YOY,12.56,0.58,2014,Autumn
534,Walleye,Age_1,9.15,3.98,2014,Autumn
534,Walleye,Age_2+,8.1,18.2,2014,Autumn
534,Walleye,YOY,3.54,0.29,2014,Autumn
535,Walleye,Age_2+,1.53,1.43,2014,Autumn
536,Walleye,Age_1,0.37,0.51,2014,Autumn
536,Walleye,Age_2+,2.81,3.86,2014,Autumn
536,Walleye,YOY,6.44,0.27,2014,Autumn
537,Walleye,Age_2+,1.63,2.01,2014,Autumn
537,Walleye,YOY,47.39,2.13,2014,Autumn
538,Walleye,Age_1,0.01,0,2014,Autumn
538,Walleye,YOY,16.69,1.11,2014,Autumn
540,Walleye,Age_2+,1.44,4.85,2014,Autumn
540,Walleye,YOY,1.44,0.07,2014,Autumn
541,Walleye,Age_1,3.28,1.04,2014,Autumn
541,Walleye,YOY,45.99,2.64,2014,Autumn
101,Walleye,Age_1,2.34,0.29,2013,Spring
102,Walleye,Age_1,0.16,0.13,2013,Spring
102,Walleye,Age_2+,4.02,3.13,2013,Spring
103,Walleye,Age_1,0.06,0.03,2013,Spring
103,Walleye,Age_2+,4.01,1.83,2013,Spring
104,Walleye,Age_1,48.73,6.99,2013,Spring
104,Walleye,Age_2+,14.84,7.71,2013,Spring
106,Walleye,Age_1,8.08,3.11,2013,Spring
106,Walleye,Age_2+,14.81,5.71,2013,Spring
106,Walleye,YOY,0.12,0.05,2013,Spring
107,Walleye,Age_1,0.96,0.99,2013,Spring
107,Walleye,Age_2+,8.85,9.1,2013,Spring
107,Walleye,YOY,0.02,0.02,2013,Spring
108,Walleye,Age_1,32.53,4.3,2013,Spring
108,Walleye,Age_2+,12.94,7.67,2013,Spring
109,Walleye,Age_1,11.34,4.52,2013,Spring
109,Walleye,Age_2+,19.53,7.79,2013,Spring
109,Walleye,YOY,0.33,0.13,2013,Spring
110,Walleye,Age_1,2.7,1.63,2013,Spring
110,Walleye,Age_2+,8.76,5.3,2013,Spring
110,Walleye,YOY,0.08,0.05,2013,Spring
111,Walleye,Age_1,41.95,5.78,2013,Spring
111,Walleye,Age_2+,14.74,8.48,2013,Spring
112,Walleye,Age_1,3.02,1.99,2013,Spring
112,Walleye,Age_2+,18.89,12.47,2013,Spring
112,Walleye,YOY,0.02,0.01,2013,Spring
113,Walleye,Age_1,25.71,3.98,2013,Spring
113,Walleye,Age_2+,35.87,19.55,2013,Spring
114,Walleye,Age_1,6.2,3.23,2013,Spring
114,Walleye,Age_2+,25.43,13.24,2013,Spring
114,Walleye,YOY,0.02,0.01,2013,Spring
115,Walleye,Age_2+,1.94,6.18,2013,Spring
116,Walleye,Age_1,8.34,2.77,2013,Spring
116,Walleye,Age_2+,12.2,4.06,2013,Spring
116,Walleye,YOY,0.11,0.04,2013,Spring
117,Walleye,Age_1,20.21,2.75,2013,Spring
117,Walleye,Age_2+,0.06,0.01,2013,Spring
118,Walleye,Age_1,3.01,1.63,2013,Spring
118,Walleye,Age_2+,9.44,5.11,2013,Spring
118,Walleye,YOY,0.05,0.03,2013,Spring
119,Walleye,Age_1,14.6,1.85,2013,Spring
120,Walleye,Age_1,3.46,1.5,2013,Spring
120,Walleye,Age_2+,13.77,5.97,2013,Spring
121,Walleye,Age_1,4.19,2.4,2013,Spring
121,Walleye,Age_2+,13.17,7.55,2013,Spring
121,Walleye,YOY,0.08,0.04,2013,Spring
122,Walleye,Age_2+,6.53,7.2,2013,Spring
124,Walleye,Age_1,15.47,3.71,2013,Spring
124,Walleye,Age_2+,11.82,2.84,2013,Spring
124,Walleye,YOY,0.03,0.01,2013,Spring
125,Walleye,Age_1,4.85,1,2013,Spring
125,Walleye,Age_2+,2.46,0.78,2013,Spring
126,Walleye,Age_1,1.92,0.25,2013,Spring
127,Walleye,Age_2+,5.56,6.83,2013,Spring
128,Walleye,Age_2+,2.13,6.11,2013,Spring
129,Walleye,Age_1,1.34,0.93,2013,Spring
129,Walleye,Age_2+,9.2,14.62,2013,Spring
129,Walleye,YOY,0.03,0.02,2013,Spring
130,Walleye,Age_1,0.93,1.44,2013,Spring
130,Walleye,Age_2+,4.76,7.39,2013,Spring
130,Walleye,YOY,0.2,0.31,2013,Spring
131,Walleye,Age_2+,2.01,4.63,2013,Spring
132,Walleye,Age_2+,2,4.7,2013,Spring
134,Walleye,Age_2+,1.91,3.77,2013,Spring
136,Walleye,Age_1,0.01,0.04,2013,Spring
136,Walleye,Age_2+,3.73,9.49,2013,Spring
137,Walleye,Age_2+,3.84,5.58,2013,Spring
139,Walleye,Age_2+,3.16,12.64,2013,Spring
141,Walleye,Age_1,1.88,0.31,2013,Spring
501,Walleye,Age_1,11.06,4.97,2013,Autumn
501,Walleye,Age_2+,10.67,4.8,2013,Autumn
501,Walleye,YOY,0.41,0.18,2013,Autumn
502,Walleye,Age_1,5.26,1,2013,Autumn
502,Walleye,Age_2+,1.46,0.28,2013,Autumn
502,Walleye,YOY,5.43,1.03,2013,Autumn
503,Walleye,Age_1,3.78,0.48,2013,Autumn
503,Walleye,Age_2+,0.49,0.06,2013,Autumn
503,Walleye,YOY,4.92,0.62,2013,Autumn
504,Walleye,Age_2+,2.91,2.04,2013,Autumn
505,Walleye,Age_1,4.72,0.77,2013,Autumn
505,Walleye,Age_2+,0.96,0.16,2013,Autumn
505,Walleye,YOY,4.78,0.78,2013,Autumn
506,Walleye,Age_1,8.01,3.39,2013,Autumn
506,Walleye,Age_2+,7.73,3.27,2013,Autumn
506,Walleye,YOY,3.7,1.57,2013,Autumn
508,Walleye,Age_1,7.84,4.74,2013,Autumn
508,Walleye,Age_2+,20.87,12.6,2013,Autumn
508,Walleye,YOY,0.15,0.09,2013,Autumn
509,Walleye,Age_1,20.88,8.11,2013,Autumn
509,Walleye,Age_2+,15.78,6.13,2013,Autumn
509,Walleye,YOY,7.73,3,2013,Autumn
510,Walleye,YOY,8.9,0.2,2013,Autumn
512,Walleye,Age_1,0.16,0.2,2013,Autumn
512,Walleye,Age_2+,6.92,8.39,2013,Autumn
513,Walleye,Age_1,4.58,2.96,2013,Autumn
513,Walleye,Age_2+,8.29,5.36,2013,Autumn
513,Walleye,YOY,4.18,2.7,2013,Autumn
514,Walleye,Age_1,28.97,10.19,2013,Autumn
514,Walleye,Age_2+,23.16,17.27,2013,Autumn
514,Walleye,YOY,7.87,0.4,2013,Autumn
516,Walleye,Age_1,6.56,2.52,2013,Autumn
516,Walleye,Age_2+,16.75,20.82,2013,Autumn
516,Walleye,YOY,23.3,1.08,2013,Autumn
517,Walleye,Age_1,19.89,16.79,2013,Autumn
517,Walleye,Age_2+,45.27,38.22,2013,Autumn
517,Walleye,YOY,10.78,9.1,2013,Autumn
518,Walleye,Age_2+,4.16,2.09,2013,Autumn
518,Walleye,YOY,20.78,0.96,2013,Autumn
519,Walleye,Age_1,3.08,0.25,2013,Autumn
519,Walleye,Age_2+,0.08,0.01,2013,Autumn
519,Walleye,YOY,7.11,0.58,2013,Autumn
520,Walleye,Age_1,12.65,1.62,2013,Autumn
520,Walleye,Age_2+,0.94,0.12,2013,Autumn
520,Walleye,YOY,17.6,2.26,2013,Autumn
521,Walleye,Age_1,7.07,2.49,2013,Autumn
521,Walleye,Age_2+,5.22,1.84,2013,Autumn
521,Walleye,YOY,4.39,1.55,2013,Autumn
522,Walleye,Age_1,2.13,1.36,2013,Autumn
522,Walleye,Age_2+,4.38,2.8,2013,Autumn
522,Walleye,YOY,0.18,0.12,2013,Autumn
524,Walleye,Age_1,7.43,1.55,2013,Autumn
524,Walleye,Age_2+,2.12,0.44,2013,Autumn
524,Walleye,YOY,6.68,1.4,2013,Autumn
525,Walleye,Age_1,9.04,4.23,2013,Autumn
525,Walleye,Age_2+,9.39,4.39,2013,Autumn
525,Walleye,YOY,7.02,3.28,2013,Autumn
526,Walleye,Age_1,3.78,0.81,2013,Autumn
526,Walleye,Age_2+,1.14,0.24,2013,Autumn
526,Walleye,YOY,2.48,0.53,2013,Autumn
527,Walleye,YOY,2.35,0.09,2013,Autumn
528,Walleye,Age_1,7.93,2.59,2013,Autumn
528,Walleye,Age_2+,4.54,1.48,2013,Autumn
528,Walleye,YOY,3.18,1.04,2013,Autumn
529,Walleye,Age_1,2.53,2.59,2013,Autumn
529,Walleye,Age_2+,7.31,7.49,2013,Autumn
529,Walleye,YOY,1.66,1.7,2013,Autumn
530,Walleye,Age_1,5.24,1.7,2013,Autumn
530,Walleye,Age_2+,3.07,1,2013,Autumn
530,Walleye,YOY,3.82,1.24,2013,Autumn
531,Walleye,Age_1,3.84,1.76,2013,Autumn
531,Walleye,Age_2+,4.28,1.97,2013,Autumn
531,Walleye,YOY,5.39,2.47,2013,Autumn
532,Walleye,Age_1,3.32,2.48,2013,Autumn
532,Walleye,Age_2+,7.06,5.28,2013,Autumn
532,Walleye,YOY,1.41,1.05,2013,Autumn
533,Walleye,Age_2+,1.97,3.22,2013,Autumn
534,Walleye,YOY,1.86,0.11,2013,Autumn
535,Walleye,Age_1,5.63,0.92,2013,Autumn
535,Walleye,Age_2+,0.98,0.16,2013,Autumn
535,Walleye,YOY,5.86,0.95,2013,Autumn
536,Walleye,Age_1,8.34,1.9,2013,Autumn
536,Walleye,Age_2+,3.03,0.69,2013,Autumn
536,Walleye,YOY,7.89,1.79,2013,Autumn
537,Walleye,Age_1,2.43,1.51,2013,Autumn
537,Walleye,Age_2+,4.28,2.65,2013,Autumn
537,Walleye,YOY,1.06,0.65,2013,Autumn
538,Walleye,YOY,18.47,0.98,2013,Autumn
539,Walleye,Age_2+,1.87,2.13,2013,Autumn
541,Walleye,Age_1,1.96,0.79,2013,Autumn
541,Walleye,YOY,97.62,5.42,2013,Autumn
101,White Bass,Age_2+,4.02,0.8,2014,Spring
102,White Bass,Age_1,0.02,0,2014,Spring
102,White Bass,Age_2+,4.81,1.23,2014,Spring
104,White Bass,Age_1,0.79,0.14,2014,Spring
104,White Bass,Age_2+,139.81,24.87,2014,Spring
107,White Bass,Age_1,0.13,0.03,2014,Spring
107,White Bass,Age_2+,7.01,1.68,2014,Spring
108,White Bass,Age_2+,99.91,20.05,2014,Spring
110,White Bass,Age_1,0.06,0.02,2014,Spring
110,White Bass,Age_2+,5.6,2.29,2014,Spring
111,White Bass,Age_1,0.7,0.24,2014,Spring
111,White Bass,Age_2+,33.51,11.63,2014,Spring
112,White Bass,Age_2+,21.02,5.91,2014,Spring
113,White Bass,Age_1,5.49,1.61,2014,Spring
113,White Bass,Age_2+,94.35,27.68,2014,Spring
113,White Bass,YOY,0.03,0.01,2014,Spring
114,White Bass,Age_2+,2.96,0.44,2014,Spring
115,White Bass,Age_2+,4.47,0.87,2014,Spring
116,White Bass,Age_1,1.02,0.33,2014,Spring
116,White Bass,Age_2+,81.96,26.44,2014,Spring
117,White Bass,Age_1,5.23,1.43,2014,Spring
117,White Bass,Age_2+,62.47,17.07,2014,Spring
117,White Bass,YOY,0.04,0.01,2014,Spring
119,White Bass,Age_1,0.15,0.04,2014,Spring
119,White Bass,Age_2+,5.69,1.59,2014,Spring
120,White Bass,Age_2+,126.29,24.02,2014,Spring
121,White Bass,Age_1,0.85,0.21,2014,Spring
121,White Bass,Age_2+,55.97,13.47,2014,Spring
122,White Bass,Age_1,0.05,0.01,2014,Spring
122,White Bass,Age_2+,23,3.97,2014,Spring
124,White Bass,Age_1,0.84,0.18,2014,Spring
124,White Bass,Age_2+,17.03,3.7,2014,Spring
125,White Bass,Age_1,0.56,0.14,2014,Spring
125,White Bass,Age_2+,101.47,26.09,2014,Spring
126,White Bass,Age_2+,2.84,0.68,2014,Spring
128,White Bass,Age_1,0.27,0.05,2014,Spring
128,White Bass,Age_2+,14.31,2.49,2014,Spring
129,White Bass,Age_1,1.23,0.27,2014,Spring
129,White Bass,Age_2+,52.47,11.43,2014,Spring
130,White Bass,Age_2+,4.27,0.74,2014,Spring
132,White Bass,Age_2+,9.67,2.7,2014,Spring
138,White Bass,Age_2+,21.25,4.19,2014,Spring
141,White Bass,Age_2+,40.33,8.53,2014,Spring
501,White Bass,YOY,3.73,0.01,2014,Autumn
504,White Bass,Age_2+,7.89,3.22,2014,Autumn
508,White Bass,Age_2+,1.58,0.53,2014,Autumn
509,White Bass,Age_2+,1.41,0.63,2014,Autumn
510,White Bass,Age_1,0.49,0.15,2014,Autumn
510,White Bass,Age_2+,6.33,1.96,2014,Autumn
510,White Bass,YOY,0.01,0,2014,Autumn
513,White Bass,Age_2+,1.62,0.41,2014,Autumn
513,White Bass,YOY,1.62,0.01,2014,Autumn
514,White Bass,Age_2+,1.64,0.57,2014,Autumn
517,White Bass,Age_2+,23.67,19.21,2014,Autumn
519,White Bass,Age_1,0.03,0.01,2014,Autumn
519,White Bass,Age_2+,13.98,5.4,2014,Autumn
520,White Bass,Age_2+,13.91,5.22,2014,Autumn
521,White Bass,Age_2+,3.22,1.09,2014,Autumn
522,White Bass,Age_1,0.2,0.09,2014,Autumn
522,White Bass,Age_2+,3.26,1.43,2014,Autumn
522,White Bass,YOY,0.02,0.01,2014,Autumn
523,White Bass,Age_2+,2.59,1.27,2014,Autumn
525,White Bass,Age_1,0.44,0.16,2014,Autumn
525,White Bass,Age_2+,47.23,16.87,2014,Autumn
526,White Bass,Age_1,0.01,0.01,2014,Autumn
526,White Bass,Age_2+,18.59,9.05,2014,Autumn
526,White Bass,YOY,2.79,0.07,2014,Autumn
527,White Bass,YOY,58.21,0.5,2014,Autumn
528,White Bass,ALL,0.2,0,2014,Autumn
528,White Bass,YOY,10.34,0.04,2014,Autumn
529,White Bass,Age_1,0.19,0.1,2014,Autumn
529,White Bass,Age_2+,10.92,5.62,2014,Autumn
529,White Bass,YOY,0.01,0,2014,Autumn
530,White Bass,Age_1,0.01,0,2014,Autumn
530,White Bass,Age_2+,13.56,6.28,2014,Autumn
530,White Bass,YOY,1.56,0.04,2014,Autumn
531,White Bass,Age_1,0.01,0,2014,Autumn
531,White Bass,Age_2+,6.98,2.89,2014,Autumn
531,White Bass,YOY,1.4,0.02,2014,Autumn
532,White Bass,Age_2+,1.52,0.42,2014,Autumn
532,White Bass,YOY,1.52,0.05,2014,Autumn
534,White Bass,Age_1,0.06,0.03,2014,Autumn
534,White Bass,Age_2+,7.93,3.56,2014,Autumn
535,White Bass,Age_2+,1.53,0.47,2014,Autumn
536,White Bass,Age_2+,17.23,6.89,2014,Autumn
537,White Bass,Age_1,0.01,0.01,2014,Autumn
537,White Bass,Age_2+,14.79,6.29,2014,Autumn
537,White Bass,YOY,6.54,0.09,2014,Autumn
538,White Bass,Age_1,0.27,0.08,2014,Autumn
538,White Bass,Age_2+,4.28,1.21,2014,Autumn
538,White Bass,YOY,1.52,0.04,2014,Autumn
540,White Bass,Age_1,0.02,0.01,2014,Autumn
540,White Bass,Age_2+,4.31,1.36,2014,Autumn
541,White Bass,Age_2+,1.64,0.71,2014,Autumn
541,White Bass,YOY,16.43,0.25,2014,Autumn
101,White Bass,Age_1,76.48,3.29,2013,Spring
101,White Bass,Age_2+,2.53,0.89,2013,Spring
101,White Bass,YOY,0.02,0,2013,Spring
102,White Bass,Age_1,2.49,0.51,2013,Spring
102,White Bass,Age_2+,4.79,0.98,2013,Spring
102,White Bass,YOY,1.08,0.22,2013,Spring
103,White Bass,Age_1,6.04,0.56,2013,Spring
103,White Bass,Age_2+,5.06,0.47,2013,Spring
103,White Bass,YOY,1.1,0.1,2013,Spring
104,White Bass,Age_1,48.17,2.53,2013,Spring
104,White Bass,Age_2+,10.61,2.97,2013,Spring
104,White Bass,YOY,0.18,0.01,2013,Spring
106,White Bass,Age_1,0.48,0.17,2013,Spring
106,White Bass,Age_2+,12.94,4.44,2013,Spring
107,White Bass,Age_1,1.98,0.15,2013,Spring
107,White Bass,Age_2+,25.55,8.48,2013,Spring
108,White Bass,Age_1,153.53,9.43,2013,Spring
108,White Bass,Age_2+,33.06,6.72,2013,Spring
108,White Bass,YOY,0.01,0,2013,Spring
109,White Bass,Age_1,48.77,3.8,2013,Spring
109,White Bass,Age_2+,16.18,4.31,2013,Spring
109,White Bass,YOY,0.01,0,2013,Spring
110,White Bass,Age_1,62.73,3.97,2013,Spring
110,White Bass,Age_2+,26.03,5.67,2013,Spring
110,White Bass,YOY,0.16,0.01,2013,Spring
111,White Bass,Age_1,54.53,2.93,2013,Spring
111,White Bass,Age_2+,69.14,27.03,2013,Spring
112,White Bass,Age_1,20.7,1.22,2013,Spring
112,White Bass,Age_2+,100.09,34.28,2013,Spring
113,White Bass,Age_1,77.75,4.71,2013,Spring
113,White Bass,Age_2+,22.78,6.29,2013,Spring
114,White Bass,Age_1,8.73,0.6,2013,Spring
114,White Bass,Age_2+,32.4,12.52,2013,Spring
116,White Bass,Age_1,17.09,1.51,2013,Spring
116,White Bass,Age_2+,10.87,0.96,2013,Spring
116,White Bass,YOY,0.95,0.08,2013,Spring
117,White Bass,Age_1,21.87,1.18,2013,Spring
117,White Bass,Age_2+,4.48,1.26,2013,Spring
118,White Bass,Age_1,68.37,4.55,2013,Spring
118,White Bass,Age_2+,26.98,6.23,2013,Spring
118,White Bass,YOY,0.06,0,2013,Spring
119,White Bass,Age_1,38.78,1.77,2013,Spring
119,White Bass,Age_2+,33.75,11.12,2013,Spring
119,White Bass,YOY,0.45,0.02,2013,Spring
120,White Bass,Age_1,462.65,15.69,2013,Spring
120,White Bass,Age_2+,36,11.49,2013,Spring
120,White Bass,YOY,0.28,0.01,2013,Spring
121,White Bass,Age_1,82.57,4.57,2013,Spring
121,White Bass,Age_2+,69.38,25.34,2013,Spring
122,White Bass,Age_1,10.31,0.59,2013,Spring
122,White Bass,Age_2+,45.51,18,2013,Spring
122,White Bass,YOY,0.26,0.02,2013,Spring
123,White Bass,Age_1,45.22,3.22,2013,Spring
123,White Bass,Age_2+,56.7,21.22,2013,Spring
124,White Bass,Age_1,69.96,4.37,2013,Spring
124,White Bass,Age_2+,24.26,6.93,2013,Spring
125,White Bass,Age_1,494.64,22.28,2013,Spring
125,White Bass,Age_2+,12.75,3.72,2013,Spring
126,White Bass,Age_1,213.61,10.18,2013,Spring
126,White Bass,Age_2+,12.03,4.19,2013,Spring
126,White Bass,YOY,0.02,0,2013,Spring
127,White Bass,Age_2+,14.83,5.49,2013,Spring
128,White Bass,Age_1,11.25,1.29,2013,Spring
128,White Bass,Age_2+,10.85,1.25,2013,Spring
128,White Bass,YOY,1.3,0.15,2013,Spring
129,White Bass,Age_1,135.7,8.75,2013,Spring
129,White Bass,Age_2+,17.56,7.12,2013,Spring
130,White Bass,Age_1,223.59,11.49,2013,Spring
130,White Bass,Age_2+,44.31,17.06,2013,Spring
131,White Bass,Age_1,187.35,12.14,2013,Spring
131,White Bass,Age_2+,6.47,2.16,2013,Spring
132,White Bass,Age_1,69.08,3.15,2013,Spring
132,White Bass,Age_2+,0.01,0,2013,Spring
133,White Bass,Age_1,22.54,1.01,2013,Spring
133,White Bass,Age_2+,18.17,6.27,2013,Spring
133,White Bass,YOY,0.02,0,2013,Spring
134,White Bass,Age_1,78.34,4.66,2013,Spring
134,White Bass,Age_2+,13.48,5.55,2013,Spring
135,White Bass,Age_1,111.52,4.47,2013,Spring
135,White Bass,Age_2+,5.45,1.77,2013,Spring
135,White Bass,YOY,0.11,0,2013,Spring
136,White Bass,Age_1,2.54,0.42,2013,Spring
136,White Bass,Age_2+,4.34,0.71,2013,Spring
136,White Bass,YOY,0.61,0.1,2013,Spring
137,White Bass,Age_1,81.14,3.81,2013,Spring
137,White Bass,Age_2+,3.88,1.01,2013,Spring
138,White Bass,Age_1,30.15,1.7,2013,Spring
138,White Bass,Age_2+,7.11,1.35,2013,Spring
138,White Bass,YOY,0.16,0.03,2013,Spring
139,White Bass,Age_1,6.32,0.4,2013,Spring
140,White Bass,Age_1,3.58,0.46,2013,Spring
140,White Bass,Age_2+,5.36,0.68,2013,Spring
140,White Bass,YOY,0.78,0.1,2013,Spring
141,White Bass,Age_1,94.19,4.22,2013,Spring
141,White Bass,Age_2+,1.35,0.07,2013,Spring
141,White Bass,YOY,0.47,0.01,2013,Spring
