serial,species,size,count_final,year,season
536,Walleye,S,4,2014,Autumn
536,White Bass,L,11,2014,Autumn
536,White Perch,L,11,2014,Autumn
536,White Perch,M,216,2014,Autumn
536,White Perch,O/D,5,2014,Autumn
536,White Perch,S,49,2014,Autumn
536,White Sucker,ALL,1,2014,Autumn
536,Yellow Perch,L,57,2014,Autumn
536,Yellow Perch,M,15,2014,Autumn
536,Yellow Perch,O/D,5,2014,Autumn
536,Yellow Perch,S,21,2014,Autumn
537,Emerald Shiner,ALL,438,2014,Autumn
537,Freshwater Drum,L,19,2014,Autumn
537,Gizzard Shad,ALL,492,2014,Autumn
537,Yellow Perch,O/D,3,2014,Autumn
537,Rainbow Smelt,M,1,2014,Autumn
537,Rainbow Smelt,S,269,2014,Autumn
537,Trout Perch,L,1,2014,Autumn
537,Trout Perch,S,1,2014,Autumn
537,Walleye,L,1,2014,Autumn
537,Walleye,S,29,2014,Autumn
537,White Bass,L,9,2014,Autumn
537,White Bass,M,1,2014,Autumn
537,White Bass,S,3,2014,Autumn
537,White Perch,M,3,2014,Autumn
537,White Perch,O/D,5,2014,Autumn
537,White Perch,S,52,2014,Autumn
537,Yellow Perch,L,2,2014,Autumn
537,Yellow Perch,M,2,2014,Autumn
537,Yellow Perch,S,23,2014,Autumn
540,Freshwater Drum,L,5,2014,Autumn
540,Freshwater Drum,M,6,2014,Autumn
540,Freshwater Drum,S,1,2014,Autumn
540,Gizzard Shad,ALL,40,2014,Autumn
540,Rainbow Smelt,S,4,2014,Autumn
540,Round Goby,ALL,1,2014,Autumn
540,Walleye,L,1,2014,Autumn
540,Walleye,S,1,2014,Autumn
540,White Bass,L,3,2014,Autumn
540,White Perch,L,37,2014,Autumn
540,White Perch,M,458,2014,Autumn
540,White Perch,O/D,5,2014,Autumn
540,White Sucker,ALL,3,2014,Autumn
540,Yellow Perch,L,30,2014,Autumn
540,Yellow Perch,M,1,2014,Autumn
540,Yellow Perch,O/D,5,2014,Autumn
539,Freshwater Drum,L,18,2014,Autumn
539,Freshwater Drum,M,1,2014,Autumn
539,Yellow Perch,O/D,2,2014,Autumn
541,Emerald Shiner,L,6,2014,Autumn
541,Emerald Shiner,S,7,2014,Autumn
541,Freshwater Drum,M,3,2014,Autumn
541,Rainbow Smelt,S,268,2014,Autumn
541,Round Goby,ALL,28,2014,Autumn
541,Walleye,M,2,2014,Autumn
541,Walleye,S,28,2014,Autumn
541,White Bass,L,1,2014,Autumn
541,White Bass,M,2,2014,Autumn
541,White Bass,S,8,2014,Autumn
541,White Perch,O/D,1,2014,Autumn
541,White Perch,S,29,2014,Autumn
541,Yellow Perch,M,1,2014,Autumn
541,Yellow Perch,O/D,4,2014,Autumn
541,Yellow Perch,S,4,2014,Autumn
538,Common Carp,L,3,2014,Autumn
538,Emerald Shiner,L,8,2014,Autumn
538,Emerald Shiner,S,8,2014,Autumn
538,Freshwater Drum,L,2,2014,Autumn
538,Freshwater Drum,M,19,2014,Autumn
538,Freshwater Drum,S,7,2014,Autumn
538,Freshwater Drum,XL,1,2014,Autumn
538,Rainbow Smelt,S,419,2014,Autumn
538,Round Goby,ALL,3,2014,Autumn
538,Walleye,S,11,2014,Autumn
538,White Bass,L,3,2014,Autumn
538,White Bass,M,1,2014,Autumn
538,White Perch,M,13,2014,Autumn
538,White Perch,O/D,5,2014,Autumn
538,White Perch,S,21,2014,Autumn
538,White Sucker,ALL,10,2014,Autumn
538,Yellow Perch,M,3,2014,Autumn
538,Yellow Perch,S,16,2014,Autumn
534,Channel Catfish,ALL,6,2014,Autumn
534,Emerald Shiner,ALL,177,2014,Autumn
534,Freshwater Drum,L,1,2014,Autumn
534,Freshwater Drum,M,32,2014,Autumn
534,Freshwater Drum,S,8,2014,Autumn
534,Gizzard Shad,ALL,147,2014,Autumn
534,Quillback,ALL,2,2014,Autumn
534,Rainbow Smelt,S,17,2014,Autumn
534,Round Goby,ALL,1,2014,Autumn
534,Walleye,L,3,2014,Autumn
534,Walleye,M,8,2014,Autumn
534,Walleye,S,2,2014,Autumn
534,White Bass,L,5,2014,Autumn
534,White Perch,L,116,2014,Autumn
534,White Perch,M,338,2014,Autumn
534,White Perch,O/D,5,2014,Autumn
534,White Perch,S,177,2014,Autumn
534,White Sucker,ALL,5,2014,Autumn
534,Yellow Perch,S,4,2014,Autumn
101,Channel Catfish,ALL,3,2014,Spring
101,Emerald Shiner,ALL,127.22,2014,Spring
101,Freshwater Drum,L,2,2014,Spring
101,Freshwater Drum,M,2,2014,Spring
101,Round Goby,ALL,2,2014,Spring
101,Smallmouth Bass,ALL,1,2014,Spring
101,White Bass,ALL,2,2014,Spring
101,White Perch,ALL,1,2014,Spring
101,White Sucker,ALL,1,2014,Spring
102,Channel Catfish,M,15.36,2014,Spring
102,Channel Catfish,S,2,2014,Spring
102,Emerald Shiner,ALL,116,2014,Spring
102,Freshwater Drum,L,7,2014,Spring
102,Freshwater Drum,M,13.68,2014,Spring
102,Freshwater Drum,S,36.97,2014,Spring
102,Walleye,ALL,1,2014,Spring
102,White Bass,ALL,3,2014,Spring
102,White Perch,L,29.39,2014,Spring
102,White Perch,O/D,5,2014,Spring
102,White Sucker,ALL,4,2014,Spring
102,Yellow Perch,L,7,2014,Spring
102,Yellow Perch,O/D,5,2014,Spring
102,Yellow Perch,S,1,2014,Spring
103,Channel Catfish,ALL,2,2014,Spring
103,Emerald Shiner,ALL,2,2014,Spring
103,Freshwater Drum,L,7,2014,Spring
103,Freshwater Drum,M,14.72,2014,Spring
103,Freshwater Drum,S,5,2014,Spring
103,Quillback,ALL,1,2014,Spring
103,Rainbow Smelt,ALL,5,2014,Spring
103,Round Goby,ALL,2,2014,Spring
103,Trout Perch,ALL,1,2014,Spring
103,Walleye,ALL,6,2014,Spring
103,White Perch,O/D,4,2014,Spring
103,White Perch,S,4,2014,Spring
103,White Sucker,ALL,2,2014,Spring
103,Yellow Perch,O/D,1,2014,Spring
103,Yellow Perch,S,21,2014,Spring
104,Channel Catfish,L,8.1,2014,Spring
104,Emerald Shiner,ALL,447.69,2014,Spring
104,Freshwater Drum,L,9.45,2014,Spring
104,Freshwater Drum,S,53.78,2014,Spring
104,Quillback,ALL,2,2014,Spring
104,Round Goby,ALL,1,2014,Spring
104,Trout Perch,ALL,12,2014,Spring
104,Walleye,M,1,2014,Spring
104,Walleye,S,9,2014,Spring
104,White Bass,ALL,85.42,2014,Spring
104,White Perch,L,25.24,2014,Spring
104,White Perch,O/D,5,2014,Spring
104,White Perch,S,76.05,2014,Spring
104,White Sucker,ALL,3,2014,Spring
104,Yellow Perch,M,1,2014,Spring
104,Yellow Perch,O/D,3,2014,Spring
104,Yellow Perch,S,5,2014,Spring
104,Shorthead Redhorse,ALL,1,2014,Spring
105,Emerald Shiner,ALL,1,2014,Spring
105,Freshwater Drum,L,6,2014,Spring
105,Freshwater Drum,M,36.03,2014,Spring
105,Freshwater Drum,S,1,2014,Spring
105,Quillback,ALL,1,2014,Spring
105,Trout Perch,ALL,12,2014,Spring
105,Walleye,ALL,2,2014,Spring
105,White Perch,O/D,2,2014,Spring
105,White Sucker,ALL,1,2014,Spring
105,Yellow Perch,O/D,3,2014,Spring
105,Yellow Perch,S,5,2014,Spring
106,Emerald Shiner,ALL,120,2014,Spring
106,Freshwater Drum,L,2,2014,Spring
106,Freshwater Drum,M,11.88,2014,Spring
106,Freshwater Drum,S,4,2014,Spring
106,Quillback,ALL,4,2014,Spring
106,Rainbow Smelt,ALL,6,2014,Spring
106,Round Goby,ALL,2,2014,Spring
106,Trout Perch,ALL,9,2014,Spring
106,Walleye,ALL,4,2014,Spring
106,White Perch,O/D,2,2014,Spring
106,White Sucker,ALL,3,2014,Spring
106,Yellow Perch,M,1,2014,Spring
106,Yellow Perch,O/D,5,2014,Spring
106,Yellow Perch,S,9,2014,Spring
107,Emerald Shiner,ALL,318.11,2014,Spring
107,Freshwater Drum,L,1,2014,Spring
107,Freshwater Drum,M,7,2014,Spring
107,Freshwater Drum,S,4,2014,Spring
107,Rainbow Smelt,ALL,3,2014,Spring
107,Round Goby,ALL,6,2014,Spring
107,Silver Chub,ALL,1,2014,Spring
107,Trout Perch,ALL,9,2014,Spring
107,Walleye,ALL,1,2014,Spring
107,White Bass,ALL,4,2014,Spring
107,White Perch,L,6,2014,Spring
107,White Perch,M,5,2014,Spring
107,White Perch,O/D,5,2014,Spring
107,Yellow Perch,O/D,2,2014,Spring
107,Yellow Perch,S,4,2014,Spring
108,Channel Catfish,ALL,12.8,2014,Spring
108,Emerald Shiner,ALL,93.85,2014,Spring
108,Freshwater Drum,L,6.8,2014,Spring
108,Freshwater Drum,M,87.39,2014,Spring
108,Freshwater Drum,S,38.81,2014,Spring
108,Rainbow Smelt,ALL,2,2014,Spring
108,Round Goby,ALL,1,2014,Spring
108,Trout Perch,ALL,24.15,2014,Spring
108,Walleye,ALL,2,2014,Spring
108,White Bass,ALL,61.02,2014,Spring
108,White Perch,O/D,5,2014,Spring
108,White Perch,L,31.69,2014,Spring
108,White Perch,S,118.37,2014,Spring
108,White Perch,XS,4,2014,Spring
108,White Sucker,ALL,1,2014,Spring
108,Yellow Perch,O/D,2,2014,Spring
108,Yellow Perch,S,7,2014,Spring
109,Freshwater Drum,L,11.02,2014,Spring
109,Trout Perch,ALL,4,2014,Spring
109,Walleye,ALL,1,2014,Spring
109,White Perch,O/D,1,2014,Spring
109,Yellow Perch,O/D,4,2014,Spring
109,Yellow Perch,S,30,2014,Spring
110,Channel Catfish,ALL,2,2014,Spring
110,Emerald Shiner,ALL,298.18,2014,Spring
110,Freshwater Drum,L,15.5,2014,Spring
110,Freshwater Drum,M,12.93,2014,Spring
110,Freshwater Drum,S,3,2014,Spring
110,Rainbow Smelt,ALL,1,2014,Spring
110,Rock Bass,ALL,1,2014,Spring
110,Round Goby,ALL,2,2014,Spring
110,Trout Perch,ALL,49.6,2014,Spring
110,Walleye,L,4,2014,Spring
110,Walleye,M,3,2014,Spring
110,Walleye,S,4,2014,Spring
110,White Bass,ALL,4,2014,Spring
110,White Perch,L,3,2014,Spring
110,White Perch,M,6,2014,Spring
110,White Perch,O/D,5,2014,Spring
110,White Perch,S,1,2014,Spring
110,White Sucker,L,1,2014,Spring
110,White Sucker,S,17.98,2014,Spring
110,Yellow Perch,M,3,2014,Spring
110,Yellow Perch,O/D,5,2014,Spring
110,Yellow Perch,S,206,2014,Spring
111,Channel Catfish,ALL,1,2014,Spring
111,Emerald Shiner,ALL,4100.67,2014,Spring
111,Freshwater Drum,L,1,2014,Spring
111,Freshwater Drum,M,9,2014,Spring
111,Freshwater Drum,S,8.69,2014,Spring
111,Rainbow Smelt,ALL,2,2014,Spring
111,Silver Chub,ALL,10,2014,Spring
111,Trout Perch,ALL,1,2014,Spring
111,Walleye,S,2,2014,Spring
111,White Bass,ALL,23.06,2014,Spring
111,White Perch,L,8.99,2014,Spring
111,White Perch,M,11,2014,Spring
111,White Perch,O/D,5,2014,Spring
111,Yellow Perch,M,1,2014,Spring
111,Yellow Perch,O/D,5,2014,Spring
111,Yellow Perch,S,77,2014,Spring
112,Channel Catfish,ALL,3,2014,Spring
112,Common Carp,ALL,1,2014,Spring
112,Freshwater Drum,L,55.39,2014,Spring
112,Freshwater Drum,M,24,2014,Spring
112,Quillback,ALL,1,2014,Spring
112,Round Goby,ALL,1,2014,Spring
112,Walleye,ALL,2,2014,Spring
112,White Bass,ALL,7.98,2014,Spring
112,White Perch,O/D,5,2014,Spring
112,White Perch,M,5.26,2014,Spring
112,White Perch,S,11.72,2014,Spring
112,Yellow Perch,O/D,4,2014,Spring
112,Yellow Perch,S,3,2014,Spring
113,Channel Catfish,L,1,2014,Spring
113,Channel Catfish,M,17.39,2014,Spring
113,Channel Catfish,S,3,2014,Spring
113,Emerald Shiner,ALL,3584.72,2014,Spring
113,Freshwater Drum,L,11.22,2014,Spring
113,Freshwater Drum,M,216.73,2014,Spring
113,Freshwater Drum,S,44.89,2014,Spring
113,Rainbow Smelt,ALL,3,2014,Spring
113,Trout Perch,ALL,23.29,2014,Spring
113,Walleye,L,4,2014,Spring
113,Walleye,M,3,2014,Spring
113,Walleye,S,15,2014,Spring
113,Walleye,XS,1,2014,Spring
113,White Bass,ALL,59.95,2014,Spring
113,White Perch,L,45.94,2014,Spring
113,White Perch,M,237.91,2014,Spring
113,White Perch,O/D,5,2014,Spring
113,White Perch,S,10,2014,Spring
113,White Sucker,ALL,4,2014,Spring
113,Yellow Perch,M,2,2014,Spring
113,Yellow Perch,O/D,4,2014,Spring
113,Yellow Perch,S,19,2014,Spring
113,Shorthead Redhorse,ALL,1,2014,Spring
114,Emerald Shiner,ALL,361.6,2014,Spring
114,Freshwater Drum,L,6.24,2014,Spring
114,Freshwater Drum,M,18.27,2014,Spring
114,Quillback,ALL,1,2014,Spring
114,Round Goby,ALL,1,2014,Spring
114,Trout Perch,ALL,2,2014,Spring
114,White Bass,ALL,2,2014,Spring
114,White Perch,O/D,1,2014,Spring
114,White Perch,S,7,2014,Spring
114,White Sucker,ALL,1,2014,Spring
114,Yellow Perch,M,1,2014,Spring
114,Yellow Perch,O/D,1,2014,Spring
115,Emerald Shiner,ALL,8.42,2014,Spring
115,Freshwater Drum,L,19.02,2014,Spring
115,Freshwater Drum,M,7.94,2014,Spring
115,Rainbow Smelt,ALL,21.96,2014,Spring
115,Trout Perch,ALL,5,2014,Spring
115,Walleye,ALL,1,2014,Spring
115,White Bass,ALL,3,2014,Spring
115,White Sucker,ALL,1,2014,Spring
115,Yellow Perch,M,4,2014,Spring
115,Yellow Perch,O/D,5,2014,Spring
115,Yellow Perch,S,308,2014,Spring
116,Channel Catfish,ALL,2,2014,Spring
116,Emerald Shiner,ALL,3707.14,2014,Spring
116,Freshwater Drum,L,5,2014,Spring
116,Freshwater Drum,M,49.4,2014,Spring
116,Round Goby,ALL,1,2014,Spring
116,Trout Perch,ALL,3,2014,Spring
116,Walleye,M,18,2014,Spring
116,Walleye,S,16,2014,Spring
116,White Bass,ALL,50.96,2014,Spring
116,White Perch,M,26.61,2014,Spring
116,White Perch,O/D,5,2014,Spring
116,White Perch,S,37.38,2014,Spring
116,White Sucker,ALL,1,2014,Spring
116,Yellow Perch,L,2,2014,Spring
116,Yellow Perch,M,5,2014,Spring
116,Yellow Perch,O/D,5,2014,Spring
116,Yellow Perch,S,4,2014,Spring
116,Yellow Perch,XS,3,2014,Spring
117,Channel Catfish,ALL,3,2014,Spring
117,Emerald Shiner,ALL,44.52,2014,Spring
117,Freshwater Drum,L,9.52,2014,Spring
117,Freshwater Drum,M,49.65,2014,Spring
117,Quillback,ALL,1,2014,Spring
117,Rainbow Smelt,ALL,12,2014,Spring
117,Rock Bass,ALL,1,2014,Spring
117,Round Goby,ALL,1,2014,Spring
117,Trout Perch,ALL,7,2014,Spring
117,Walleye,L,2,2014,Spring
117,Walleye,M,7,2014,Spring
117,Walleye,S,4,2014,Spring
117,White Bass,ALL,45.05,2014,Spring
117,White Perch,L,212.42,2014,Spring
117,White Perch,M,453.39,2014,Spring
117,White Perch,O/D,5,2014,Spring
117,White Sucker,ALL,6,2014,Spring
117,Yellow Perch,L,93,2014,Spring
117,Yellow Perch,O/D,5,2014,Spring
117,Yellow Perch,S,28,2014,Spring
118,Freshwater Drum,L,21.23,2014,Spring
118,Freshwater Drum,M,23.22,2014,Spring
118,Rainbow Smelt,ALL,2,2014,Spring
118,Trout Perch,ALL,1,2014,Spring
118,Walleye,ALL,1,2014,Spring
118,White Perch,M,1,2014,Spring
118,White Perch,O/D,1,2014,Spring
118,Yellow Perch,M,7,2014,Spring
118,Yellow Perch,O/D,5,2014,Spring
118,Yellow Perch,S,11,2014,Spring
119,Channel Catfish,ALL,3,2014,Spring
119,Emerald Shiner,ALL,238.57,2014,Spring
119,Freshwater Drum,L,21.91,2014,Spring
119,Freshwater Drum,M,31.97,2014,Spring
119,Freshwater Drum,S,34.27,2014,Spring
119,Rainbow Smelt,ALL,9.09,2014,Spring
119,Trout Perch,ALL,10,2014,Spring
119,Walleye,ALL,3,2014,Spring
119,White Bass,ALL,4,2014,Spring
119,White Perch,L,43.23,2014,Spring
119,White Perch,M,59.1,2014,Spring
119,White Perch,O/D,5,2014,Spring
119,White Perch,S,2,2014,Spring
119,White Sucker,ALL,2,2014,Spring
119,Yellow Perch,L,74,2014,Spring
119,Yellow Perch,O/D,5,2014,Spring
119,Yellow Perch,S,55,2014,Spring
120,Channel Catfish,L,1,2014,Spring
120,Channel Catfish,M,23.67,2014,Spring
120,Common Carp,ALL,1,2014,Spring
120,Freshwater Drum,L,54.7,2014,Spring
120,Freshwater Drum,M,95.25,2014,Spring
120,Freshwater Drum,S,88.66,2014,Spring
120,Quillback,ALL,1,2014,Spring
120,Round Goby,ALL,1,2014,Spring
120,Walleye,L,3,2014,Spring
120,Walleye,S,41,2014,Spring
120,White Bass,ALL,85.74,2014,Spring
120,White Perch,L,87.94,2014,Spring
120,White Perch,O/D,5,2014,Spring
120,White Perch,S,100.76,2014,Spring
120,White Sucker,ALL,2,2014,Spring
120,Yellow Perch,M,2,2014,Spring
120,Yellow Perch,O/D,3,2014,Spring
121,Channel Catfish,L,34.82,2014,Spring
121,Channel Catfish,S,2,2014,Spring
121,Emerald Shiner,ALL,2265.71,2014,Spring
121,Freshwater Drum,L,5,2014,Spring
121,Freshwater Drum,M,67.2,2014,Spring
121,Freshwater Drum,S,124.34,2014,Spring
121,Quillback,ALL,5,2014,Spring
121,Rainbow Smelt,ALL,9,2014,Spring
121,Round Goby,ALL,1,2014,Spring
121,Trout Perch,ALL,3,2014,Spring
121,Walleye,M,1,2014,Spring
121,Walleye,S,10,2014,Spring
121,White Bass,ALL,33.63,2014,Spring
121,White Perch,L,29.58,2014,Spring
121,White Perch,M,26.8,2014,Spring
121,White Perch,O/D,5,2014,Spring
121,White Perch,S,45.13,2014,Spring
121,White Perch,XS,4,2014,Spring
121,White Sucker,ALL,7,2014,Spring
121,Yellow Perch,M,4,2014,Spring
121,Yellow Perch,O/D,5,2014,Spring
121,Yellow Perch,S,1,2014,Spring
122,Channel Catfish,ALL,1,2014,Spring
122,Freshwater Drum,L,27.76,2014,Spring
122,Freshwater Drum,M,68.23,2014,Spring
122,Freshwater Drum,S,4,2014,Spring
122,Rainbow Smelt,ALL,6.9,2014,Spring
122,Round Goby,ALL,1,2014,Spring
122,Walleye,ALL,3,2014,Spring
122,White Bass,ALL,13.62,2014,Spring
122,White Perch,L,1,2014,Spring
122,White Perch,M,5,2014,Spring
122,Yellow Perch,M,4,2014,Spring
122,Yellow Perch,O/D,5,2014,Spring
122,Yellow Perch,S,115,2014,Spring
123,Freshwater Drum,L,16.57,2014,Spring
123,Freshwater Drum,M,14.76,2014,Spring
123,Round Goby,ALL,1,2014,Spring
123,Trout Perch,ALL,1,2014,Spring
123,Walleye,ALL,5,2014,Spring
123,White Perch,M,5,2014,Spring
123,White Perch,O/D,1,2014,Spring
123,Yellow Perch,M,38,2014,Spring
123,Yellow Perch,O/D,5,2014,Spring
123,Yellow Perch,S,656,2014,Spring
124,Channel Catfish,ALL,12,2014,Spring
124,Emerald Shiner,ALL,2053.13,2014,Spring
124,Freshwater Drum,L,16.54,2014,Spring
124,Freshwater Drum,M,45.45,2014,Spring
124,Freshwater Drum,S,5,2014,Spring
124,Rainbow Smelt,ALL,35.95,2014,Spring
124,Trout Perch,ALL,3,2014,Spring
124,Walleye,ALL,1,2014,Spring
124,White Bass,ALL,11.97,2014,Spring
124,White Perch,L,5,2014,Spring
124,White Perch,M,50.82,2014,Spring
124,White Perch,O/D,5,2014,Spring
124,White Perch,S,37.01,2014,Spring
124,White Sucker,ALL,1,2014,Spring
124,Yellow Perch,L,55,2014,Spring
124,Yellow Perch,M,28,2014,Spring
124,Yellow Perch,O/D,5,2014,Spring
124,Yellow Perch,S,4,2014,Spring
125,Channel Catfish,ALL,4,2014,Spring
125,Common Carp,ALL,1,2014,Spring
125,Emerald Shiner,ALL,14842.22,2014,Spring
125,Freshwater Drum,L,7.76,2014,Spring
125,Freshwater Drum,M,18.42,2014,Spring
125,Freshwater Drum,S,2,2014,Spring
125,Trout Perch,ALL,1,2014,Spring
125,Walleye,ALL,5,2014,Spring
125,Walleye,S,25,2014,Spring
125,White Bass,ALL,69.61,2014,Spring
125,White Perch,L,143.7,2014,Spring
125,White Perch,O/D,5,2014,Spring
125,White Perch,S,341.09,2014,Spring
125,White Perch,XL,52.55,2014,Spring
125,Yellow Perch,L,7,2014,Spring
125,Yellow Perch,M,16,2014,Spring
125,Yellow Perch,O/D,1,2014,Spring
126,Channel Catfish,ALL,7,2014,Spring
126,Emerald Shiner,L,6,2014,Spring
126,Emerald Shiner,S,2,2014,Spring
126,Freshwater Drum,L,1,2014,Spring
126,Freshwater Drum,M,40.97,2014,Spring
126,Freshwater Drum,S,27.78,2014,Spring
126,Rainbow Smelt,ALL,1270,2014,Spring
126,Round Goby,ALL,5,2014,Spring
126,Trout Perch,ALL,22.97,2014,Spring
126,White Bass,ALL,2,2014,Spring
126,White Perch,L,7.68,2014,Spring
126,White Perch,M,14.39,2014,Spring
126,White Perch,O/D,5,2014,Spring
126,White Sucker,ALL,2,2014,Spring
126,Yellow Perch,L,11,2014,Spring
126,Yellow Perch,M,1,2014,Spring
126,Yellow Perch,O/D,4,2014,Spring
126,Yellow Perch,S,3,2014,Spring
127,Freshwater Drum,L,18.68,2014,Spring
127,Freshwater Drum,M,21.4,2014,Spring
127,Round Goby,ALL,2,2014,Spring
127,Walleye,ALL,2,2014,Spring
127,Yellow Perch,O/D,1,2014,Spring
127,Yellow Perch,S,1,2014,Spring
128,Emerald Shiner,ALL,1,2014,Spring
128,Freshwater Drum,L,17.56,2014,Spring
128,Freshwater Drum,M,10.73,2014,Spring
128,Rainbow Smelt,ALL,4,2014,Spring
128,Trout Perch,ALL,4,2014,Spring
128,Walleye,ALL,3,2014,Spring
128,White Bass,ALL,9.52,2014,Spring
128,White Perch,L,48.73,2014,Spring
128,White Perch,O/D,5,2014,Spring
128,White Sucker,ALL,11,2014,Spring
128,Yellow Perch,L,61,2014,Spring
128,Yellow Perch,M,81,2014,Spring
128,Yellow Perch,O/D,5,2014,Spring
128,Yellow Perch,S,52,2014,Spring
129,Channel Catfish,ALL,6,2014,Spring
129,Common Carp,ALL,1,2014,Spring
129,Emerald Shiner,ALL,312.94,2014,Spring
129,Freshwater Drum,M,46.41,2014,Spring
129,Freshwater Drum,S,61.49,2014,Spring
129,Trout Perch,ALL,2,2014,Spring
129,Walleye,ALL,1,2014,Spring
129,White Bass,ALL,33.14,2014,Spring
129,White Perch,L,18.93,2014,Spring
129,White Perch,O/D,5,2014,Spring
129,White Perch,S,20.11,2014,Spring
129,White Sucker,L,6,2014,Spring
129,White Sucker,M,5,2014,Spring
129,White Sucker,S,2,2014,Spring
129,Yellow Perch,L,6,2014,Spring
129,Yellow Perch,M,17,2014,Spring
129,Yellow Perch,O/D,5,2014,Spring
129,Yellow Perch,XS,12,2014,Spring
130,Emerald Shiner,ALL,32.86,2014,Spring
130,Freshwater Drum,L,2,2014,Spring
130,Freshwater Drum,M,21.66,2014,Spring
130,White Bass,ALL,3,2014,Spring
130,White Sucker,ALL,7.34,2014,Spring
130,Yellow Perch,L,7,2014,Spring
130,Yellow Perch,M,27,2014,Spring
130,Yellow Perch,O/D,5,2014,Spring
130,Yellow Perch,S,9,2014,Spring
131,Channel Catfish,ALL,1,2014,Spring
131,Emerald Shiner,ALL,74.55,2014,Spring
131,Freshwater Drum,M,6,2014,Spring
131,Rainbow Smelt,ALL,54.15,2014,Spring
131,White Sucker,ALL,2,2014,Spring
131,Yellow Perch,L,9,2014,Spring
131,Yellow Perch,M,2,2014,Spring
131,Yellow Perch,O/D,5,2014,Spring
131,Yellow Perch,S,4,2014,Spring
132,Emerald Shiner,ALL,1,2014,Spring
132,Freshwater Drum,L,36.17,2014,Spring
132,Freshwater Drum,M,14.7,2014,Spring
132,Round Goby,ALL,15,2014,Spring
132,Walleye,ALL,1,2014,Spring
132,White Bass,ALL,6,2014,Spring
132,White Sucker,ALL,6,2014,Spring
132,Yellow Perch,L,1,2014,Spring
132,Yellow Perch,M,1,2014,Spring
132,Yellow Perch,O/D,4,2014,Spring
133,Freshwater Drum,L,3,2014,Spring
133,Freshwater Drum,M,4,2014,Spring
133,Rainbow Smelt,ALL,4,2014,Spring
133,Walleye,ALL,1,2014,Spring
133,White Perch,O/D,5,2014,Spring
133,White Perch,ALL,4.51,2014,Spring
133,White Perch,XL,1,2014,Spring
133,White Sucker,ALL,2,2014,Spring
133,Yellow Perch,L,63,2014,Spring
133,Yellow Perch,M,87,2014,Spring
133,Yellow Perch,O/D,5,2014,Spring
134,Freshwater Drum,ALL,23.8,2014,Spring
134,White Perch,M,1,2014,Spring
134,White Perch,O/D,2,2014,Spring
134,White Sucker,ALL,4,2014,Spring
134,Yellow Perch,L,8,2014,Spring
134,Yellow Perch,M,31,2014,Spring
134,Yellow Perch,O/D,5,2014,Spring
134,Yellow Perch,S,12,2014,Spring
135,Channel Catfish,ALL,1,2014,Spring
135,Emerald Shiner,ALL,4,2014,Spring
135,Freshwater Drum,ALL,3,2014,Spring
135,Rainbow Smelt,L,4,2014,Spring
135,Rainbow Smelt,M,13.81,2014,Spring
135,White Perch,ALL,2,2014,Spring
135,White Perch,O/D,1,2014,Spring
135,White Sucker,ALL,1,2014,Spring
135,Yellow Perch,M,1,2014,Spring
135,Yellow Perch,O/D,3,2014,Spring
135,Yellow Perch,XS,1,2014,Spring
136,Emerald Shiner,ALL,21.21,2014,Spring
136,Rainbow Smelt,L,203.11,2014,Spring
136,Rainbow Smelt,S,5703.26,2014,Spring
136,White Perch,O/D,1,2014,Spring
136,White Sucker,ALL,2,2014,Spring
136,Yellow Perch,L,34,2014,Spring
136,Yellow Perch,M,13,2014,Spring
136,Yellow Perch,O/D,5,2014,Spring
136,Lake Trout,ALL,1,2014,Spring
137,Emerald Shiner,ALL,2,2014,Spring
137,Rainbow Smelt,ALL,2,2014,Spring
137,Trout Perch,ALL,1,2014,Spring
137,White Perch,L,1,2014,Spring
137,White Perch,O/D,5,2014,Spring
137,White Perch,S,1,2014,Spring
137,White Sucker,ALL,2,2014,Spring
137,Yellow Perch,L,1,2014,Spring
137,Yellow Perch,M,2,2014,Spring
137,Yellow Perch,O/D,5,2014,Spring
138,Channel Catfish,ALL,3,2014,Spring
138,Emerald Shiner,ALL,84.26,2014,Spring
138,Freshwater Drum,ALL,15.34,2014,Spring
138,Rainbow Smelt,ALL,1,2014,Spring
138,Trout Perch,ALL,4,2014,Spring
138,Walleye,ALL,2,2014,Spring
138,White Bass,ALL,14.26,2014,Spring
138,White Perch,L,60.68,2014,Spring
138,White Perch,M,33.11,2014,Spring
138,White Perch,O/D,5,2014,Spring
138,White Perch,S,3,2014,Spring
138,White Sucker,ALL,6,2014,Spring
138,Yellow Perch,L,2,2014,Spring
138,Yellow Perch,M,55,2014,Spring
138,Yellow Perch,O/D,5,2014,Spring
138,Yellow Perch,S,9,2014,Spring
139,Freshwater Drum,ALL,1,2014,Spring
139,Rainbow Smelt,ALL,1,2014,Spring
139,Walleye,ALL,2,2014,Spring
139,Yellow Perch,O/D,1,2014,Spring
140,Emerald Shiner,ALL,10.43,2014,Spring
140,Freshwater Drum,ALL,1,2014,Spring
140,Rainbow Smelt,ALL,249.02,2014,Spring
140,Trout Perch,ALL,1,2014,Spring
140,White Perch,ALL,1,2014,Spring
140,White Perch,O/D,1,2014,Spring
140,Yellow Perch,M,6,2014,Spring
140,Yellow Perch,O/D,1,2014,Spring
140,Yellow Perch,S,4,2014,Spring
141,Emerald Shiner,ALL,4944.85,2014,Spring
141,Freshwater Drum,L,2,2014,Spring
