serial,day,month,year,season,species,size,count.final
529,22,9,2014,Autumn,Yellow Perch,L,2
529,22,9,2014,Autumn,Yellow Perch,M,1
529,22,9,2014,Autumn,Yellow Perch,O/D,5
529,22,9,2014,Autumn,Yellow Perch,S,8
530,22,9,2014,Autumn,Channel Catfish,ALL,1
530,22,9,2014,Autumn,Emerald Shiner,ALL,72
530,22,9,2014,Autumn,Freshwater Drum,L,8
530,22,9,2014,Autumn,Freshwater Drum,M,41
530,22,9,2014,Autumn,Gizzard Shad,ALL,10
530,22,9,2014,Autumn,Rainbow Smelt,ALL,6
530,22,9,2014,Autumn,Walleye,L,2
530,22,9,2014,Autumn,Walleye,M,3
530,22,9,2014,Autumn,Walleye,S,3
530,22,9,2014,Autumn,White Bass,ALL,9
530,22,9,2014,Autumn,White Bass,S,1
530,22,9,2014,Autumn,White Perch,M,5
530,22,9,2014,Autumn,White Perch,O/D,5
530,22,9,2014,Autumn,White Perch,S,30
530,22,9,2014,Autumn,White Perch,XS,9
530,22,9,2014,Autumn,Yellow Perch,L,17
530,22,9,2014,Autumn,Yellow Perch,M,15
530,22,9,2014,Autumn,Yellow Perch,O/D,5
530,22,9,2014,Autumn,Yellow Perch,S,10
531,25,9,2014,Autumn,Channel Catfish,ALL,3
531,25,9,2014,Autumn,Common Carp,ALL,1
531,25,9,2014,Autumn,Emerald Shiner,L,23
531,25,9,2014,Autumn,Freshwater Drum,L,11
531,25,9,2014,Autumn,Freshwater Drum,M,37
531,25,9,2014,Autumn,Gizzard Shad,ALL,115
531,25,9,2014,Autumn,Rainbow Smelt,S,17
531,25,9,2014,Autumn,Round Goby,ALL,1
531,25,9,2014,Autumn,Walleye,L,2
531,25,9,2014,Autumn,Walleye,M,3
531,25,9,2014,Autumn,Walleye,S,3
531,25,9,2014,Autumn,White Bass,L,5
531,25,9,2014,Autumn,White Bass,S,1
531,25,9,2014,Autumn,White Perch,L,12
531,25,9,2014,Autumn,White Perch,M,53
531,25,9,2014,Autumn,White Perch,O/D,5
531,25,9,2014,Autumn,White Perch,S,275
531,25,9,2014,Autumn,Yellow Perch,L,3
531,25,9,2014,Autumn,Yellow Perch,M,12
531,25,9,2014,Autumn,Yellow Perch,O/D,5
531,25,9,2014,Autumn,Yellow Perch,S,33
532,24,9,2014,Autumn,Channel Catfish,M,1
532,24,9,2014,Autumn,Common Carp,ALL,1
532,24,9,2014,Autumn,Emerald Shiner,ALL,4
532,24,9,2014,Autumn,Freshwater Drum,L,19
532,24,9,2014,Autumn,Freshwater Drum,M,9
532,24,9,2014,Autumn,Gizzard Shad,ALL,5
532,24,9,2014,Autumn,Goldfish,ALL,1
532,24,9,2014,Autumn,Rainbow Smelt,S,26
532,24,9,2014,Autumn,Round Goby,ALL,5
532,24,9,2014,Autumn,Shorthead Redhorse,ALL,2
532,24,9,2014,Autumn,Walleye,L,3
532,24,9,2014,Autumn,Walleye,M,5
532,24,9,2014,Autumn,Walleye,S,2
532,24,9,2014,Autumn,White Bass,L,1
532,24,9,2014,Autumn,White Bass,M,1
532,24,9,2014,Autumn,White Perch,L,1
532,24,9,2014,Autumn,White Perch,M,4
532,24,9,2014,Autumn,White Perch,O/D,5
532,24,9,2014,Autumn,White Perch,S,2
532,24,9,2014,Autumn,White Sucker,ALL,6
532,24,9,2014,Autumn,Yellow Perch,L,2
532,24,9,2014,Autumn,Yellow Perch,M,2
532,24,9,2014,Autumn,Yellow Perch,O/D,5
533,24,9,2014,Autumn,Channel Catfish,L,1
533,24,9,2014,Autumn,Emerald Shiner,L,7
533,24,9,2014,Autumn,Emerald Shiner,M,7
533,24,9,2014,Autumn,Emerald Shiner,S,1
533,24,9,2014,Autumn,Freshwater Drum,L,8
533,24,9,2014,Autumn,Gizzard Shad,ALL,2
533,24,9,2014,Autumn,Rainbow Smelt,S,1850
533,24,9,2014,Autumn,Round Goby,ALL,1
533,24,9,2014,Autumn,Walleye,S,8
533,24,9,2014,Autumn,White Perch,O/D,1
533,24,9,2014,Autumn,White Perch,S,2
533,24,9,2014,Autumn,Yellow Perch,L,4
533,24,9,2014,Autumn,Yellow Perch,M,2
533,24,9,2014,Autumn,Yellow Perch,O/D,4
535,25,9,2014,Autumn,Freshwater Drum,L,3
535,25,9,2014,Autumn,Freshwater Drum,M,5
535,25,9,2014,Autumn,Freshwater Drum,S,1
535,25,9,2014,Autumn,Freshwater Drum,XS,1
535,25,9,2014,Autumn,Gizzard Shad,ALL,41
535,25,9,2014,Autumn,Rainbow Smelt,S,3
535,25,9,2014,Autumn,Round Goby,ALL,6
535,25,9,2014,Autumn,Walleye,L,1
535,25,9,2014,Autumn,White Bass,L,1
535,25,9,2014,Autumn,White Perch,L,10
535,25,9,2014,Autumn,White Perch,S,4
535,25,9,2014,Autumn,White Perch,M,444
535,25,9,2014,Autumn,White Perch,O/D,5
535,25,9,2014,Autumn,Yellow Perch,L,94
535,25,9,2014,Autumn,Yellow Perch,M,16
535,25,9,2014,Autumn,Yellow Perch,O/D,5
535,25,9,2014,Autumn,Yellow Perch,S,3
536,25,9,2014,Autumn,Emerald Shiner,ALL,4
536,25,9,2014,Autumn,Freshwater Drum,L,18
536,25,9,2014,Autumn,Freshwater Drum,M,10
536,25,9,2014,Autumn,Gizzard Shad,ALL,158
536,25,9,2014,Autumn,Rainbow Smelt,S,4
536,25,9,2014,Autumn,Walleye,L,2
536,25,9,2014,Autumn,Walleye,S,4
536,25,9,2014,Autumn,White Bass,L,11
536,25,9,2014,Autumn,White Perch,L,11
536,25,9,2014,Autumn,White Perch,M,216
536,25,9,2014,Autumn,White Perch,O/D,5
536,25,9,2014,Autumn,White Perch,S,49
536,25,9,2014,Autumn,White Sucker,ALL,1
536,25,9,2014,Autumn,Yellow Perch,L,57
536,25,9,2014,Autumn,Yellow Perch,M,15
536,25,9,2014,Autumn,Yellow Perch,O/D,5
536,25,9,2014,Autumn,Yellow Perch,S,21
537,24,9,2014,Autumn,Emerald Shiner,ALL,438
537,24,9,2014,Autumn,Freshwater Drum,L,19
537,24,9,2014,Autumn,Gizzard Shad,ALL,492
537,24,9,2014,Autumn,Yellow Perch,O/D,3
537,24,9,2014,Autumn,Rainbow Smelt,M,1
537,24,9,2014,Autumn,Rainbow Smelt,S,269
537,24,9,2014,Autumn,Trout Perch,L,1
537,24,9,2014,Autumn,Trout Perch,S,1
537,24,9,2014,Autumn,Walleye,L,1
537,24,9,2014,Autumn,Walleye,S,29
537,24,9,2014,Autumn,White Bass,L,9
537,24,9,2014,Autumn,White Bass,M,1
537,24,9,2014,Autumn,White Bass,S,3
537,24,9,2014,Autumn,White Perch,M,3
537,24,9,2014,Autumn,White Perch,O/D,5
537,24,9,2014,Autumn,White Perch,S,52
537,24,9,2014,Autumn,Yellow Perch,L,2
537,24,9,2014,Autumn,Yellow Perch,M,2
537,24,9,2014,Autumn,Yellow Perch,S,23
540,25,9,2014,Autumn,Freshwater Drum,L,5
540,25,9,2014,Autumn,Freshwater Drum,M,6
540,25,9,2014,Autumn,Freshwater Drum,S,1
540,25,9,2014,Autumn,Gizzard Shad,ALL,40
540,25,9,2014,Autumn,Rainbow Smelt,S,4
540,25,9,2014,Autumn,Round Goby,ALL,1
540,25,9,2014,Autumn,Walleye,L,1
540,25,9,2014,Autumn,Walleye,S,1
540,25,9,2014,Autumn,White Bass,L,3
540,25,9,2014,Autumn,White Perch,L,37
540,25,9,2014,Autumn,White Perch,M,458
540,25,9,2014,Autumn,White Perch,O/D,5
540,25,9,2014,Autumn,White Sucker,ALL,3
540,25,9,2014,Autumn,Yellow Perch,L,30
540,25,9,2014,Autumn,Yellow Perch,M,1
540,25,9,2014,Autumn,Yellow Perch,O/D,5
539,25,9,2014,Autumn,Freshwater Drum,L,18
539,25,9,2014,Autumn,Freshwater Drum,M,1
539,25,9,2014,Autumn,Yellow Perch,O/D,2
541,25,9,2014,Autumn,Emerald Shiner,L,6
541,25,9,2014,Autumn,Emerald Shiner,S,7
541,25,9,2014,Autumn,Freshwater Drum,M,3
541,25,9,2014,Autumn,Rainbow Smelt,S,268
541,25,9,2014,Autumn,Round Goby,ALL,28
541,25,9,2014,Autumn,Walleye,M,2
541,25,9,2014,Autumn,Walleye,S,28
541,25,9,2014,Autumn,White Bass,L,1
541,25,9,2014,Autumn,White Bass,M,2
541,25,9,2014,Autumn,White Bass,S,8
541,25,9,2014,Autumn,White Perch,O/D,1
541,25,9,2014,Autumn,White Perch,S,29
541,25,9,2014,Autumn,Yellow Perch,M,1
541,25,9,2014,Autumn,Yellow Perch,O/D,4
541,25,9,2014,Autumn,Yellow Perch,S,4
538,25,9,2014,Autumn,Common Carp,L,3
538,25,9,2014,Autumn,Emerald Shiner,L,8
538,25,9,2014,Autumn,Emerald Shiner,S,8
538,25,9,2014,Autumn,Freshwater Drum,L,2
538,25,9,2014,Autumn,Freshwater Drum,M,19
538,25,9,2014,Autumn,Freshwater Drum,S,7
538,25,9,2014,Autumn,Freshwater Drum,XL,1
538,25,9,2014,Autumn,Rainbow Smelt,S,419
538,25,9,2014,Autumn,Round Goby,ALL,3
538,25,9,2014,Autumn,Walleye,S,11
538,25,9,2014,Autumn,White Bass,L,3
538,25,9,2014,Autumn,White Bass,M,1
538,25,9,2014,Autumn,White Perch,M,13
538,25,9,2014,Autumn,White Perch,O/D,5
538,25,9,2014,Autumn,White Perch,S,21
538,25,9,2014,Autumn,White Sucker,ALL,10
538,25,9,2014,Autumn,Yellow Perch,M,3
538,25,9,2014,Autumn,Yellow Perch,S,16
534,25,9,2014,Autumn,Channel Catfish,ALL,6
534,25,9,2014,Autumn,Emerald Shiner,ALL,177
534,25,9,2014,Autumn,Freshwater Drum,L,1
534,25,9,2014,Autumn,Freshwater Drum,M,32
534,25,9,2014,Autumn,Freshwater Drum,S,8
534,25,9,2014,Autumn,Gizzard Shad,ALL,147
534,25,9,2014,Autumn,Quillback,ALL,2
534,25,9,2014,Autumn,Rainbow Smelt,S,17
534,25,9,2014,Autumn,Round Goby,ALL,1
534,25,9,2014,Autumn,Walleye,L,3
534,25,9,2014,Autumn,Walleye,M,8
534,25,9,2014,Autumn,Walleye,S,2
534,25,9,2014,Autumn,White Bass,L,5
534,25,9,2014,Autumn,White Perch,L,116
534,25,9,2014,Autumn,White Perch,M,338
534,25,9,2014,Autumn,White Perch,O/D,5
534,25,9,2014,Autumn,White Perch,S,177
534,25,9,2014,Autumn,White Sucker,ALL,5
534,25,9,2014,Autumn,Yellow Perch,S,4
101,17,6,2014,Spring,Channel Catfish,ALL,3
101,17,6,2014,Spring,Emerald Shiner,ALL,127.22
101,17,6,2014,Spring,Freshwater Drum,L,2
101,17,6,2014,Spring,Freshwater Drum,M,2
101,17,6,2014,Spring,Round Goby,ALL,2
101,17,6,2014,Spring,Smallmouth Bass,ALL,1
101,17,6,2014,Spring,White Bass,ALL,2
101,17,6,2014,Spring,White Perch,ALL,1
101,17,6,2014,Spring,White Sucker,ALL,1
102,17,6,2014,Spring,Channel Catfish,M,15.36
102,17,6,2014,Spring,Channel Catfish,S,2
102,17,6,2014,Spring,Emerald Shiner,ALL,116
102,17,6,2014,Spring,Freshwater Drum,L,7
102,17,6,2014,Spring,Freshwater Drum,M,13.68
102,17,6,2014,Spring,Freshwater Drum,S,36.97
102,17,6,2014,Spring,Walleye,ALL,1
102,17,6,2014,Spring,White Bass,ALL,3
102,17,6,2014,Spring,White Perch,L,29.39
102,17,6,2014,Spring,White Perch,O/D,5
102,17,6,2014,Spring,White Sucker,ALL,4
102,17,6,2014,Spring,Yellow Perch,L,7
102,17,6,2014,Spring,Yellow Perch,O/D,5
102,17,6,2014,Spring,Yellow Perch,S,1
103,17,6,2014,Spring,Channel Catfish,ALL,2
103,17,6,2014,Spring,Emerald Shiner,ALL,2
103,17,6,2014,Spring,Freshwater Drum,L,7
103,17,6,2014,Spring,Freshwater Drum,M,14.72
103,17,6,2014,Spring,Freshwater Drum,S,5
103,17,6,2014,Spring,Quillback,ALL,1
103,17,6,2014,Spring,Rainbow Smelt,ALL,5
103,17,6,2014,Spring,Round Goby,ALL,2
103,17,6,2014,Spring,Trout Perch,ALL,1
103,17,6,2014,Spring,Walleye,ALL,6
103,17,6,2014,Spring,White Perch,O/D,4
103,17,6,2014,Spring,White Perch,S,4
103,17,6,2014,Spring,White Sucker,ALL,2
103,17,6,2014,Spring,Yellow Perch,O/D,1
103,17,6,2014,Spring,Yellow Perch,S,21
104,16,6,2014,Spring,Channel Catfish,L,8.1
104,16,6,2014,Spring,Emerald Shiner,ALL,447.69
104,16,6,2014,Spring,Freshwater Drum,L,9.45
104,16,6,2014,Spring,Freshwater Drum,S,53.78
104,16,6,2014,Spring,Quillback,ALL,2
104,16,6,2014,Spring,Round Goby,ALL,1
104,16,6,2014,Spring,Trout Perch,ALL,12
104,16,6,2014,Spring,Walleye,M,1
104,16,6,2014,Spring,Walleye,S,9
104,16,6,2014,Spring,White Bass,ALL,85.42
104,16,6,2014,Spring,White Perch,L,25.24
104,16,6,2014,Spring,White Perch,O/D,5
104,16,6,2014,Spring,White Perch,S,76.05
104,16,6,2014,Spring,White Sucker,ALL,3
104,16,6,2014,Spring,Yellow Perch,M,1
104,16,6,2014,Spring,Yellow Perch,O/D,3
104,16,6,2014,Spring,Yellow Perch,S,5
104,16,6,2014,Spring,Shorthead Redhorse,ALL,1
105,17,6,2014,Spring,Emerald Shiner,ALL,1
105,17,6,2014,Spring,Freshwater Drum,L,6
105,17,6,2014,Spring,Freshwater Drum,M,36.03
105,17,6,2014,Spring,Freshwater Drum,S,1
105,17,6,2014,Spring,Quillback,ALL,1
105,17,6,2014,Spring,Trout Perch,ALL,12
105,17,6,2014,Spring,Walleye,ALL,2
105,17,6,2014,Spring,White Perch,O/D,2
105,17,6,2014,Spring,White Sucker,ALL,1
105,17,6,2014,Spring,Yellow Perch,O/D,3
105,17,6,2014,Spring,Yellow Perch,S,5
106,17,6,2014,Spring,Emerald Shiner,ALL,120
106,17,6,2014,Spring,Freshwater Drum,L,2
106,17,6,2014,Spring,Freshwater Drum,M,11.88
106,17,6,2014,Spring,Freshwater Drum,S,4
106,17,6,2014,Spring,Quillback,ALL,4
106,17,6,2014,Spring,Rainbow Smelt,ALL,6
106,17,6,2014,Spring,Round Goby,ALL,2
106,17,6,2014,Spring,Trout Perch,ALL,9
106,17,6,2014,Spring,Walleye,ALL,4
106,17,6,2014,Spring,White Perch,O/D,2
106,17,6,2014,Spring,White Sucker,ALL,3
106,17,6,2014,Spring,Yellow Perch,M,1
106,17,6,2014,Spring,Yellow Perch,O/D,5
106,17,6,2014,Spring,Yellow Perch,S,9
107,17,6,2014,Spring,Emerald Shiner,ALL,318.11
107,17,6,2014,Spring,Freshwater Drum,L,1
107,17,6,2014,Spring,Freshwater Drum,M,7
107,17,6,2014,Spring,Freshwater Drum,S,4
107,17,6,2014,Spring,Rainbow Smelt,ALL,3
107,17,6,2014,Spring,Round Goby,ALL,6
107,17,6,2014,Spring,Silver Chub,ALL,1
107,17,6,2014,Spring,Trout Perch,ALL,9
107,17,6,2014,Spring,Walleye,ALL,1
107,17,6,2014,Spring,White Bass,ALL,4
107,17,6,2014,Spring,White Perch,L,6
107,17,6,2014,Spring,White Perch,M,5
107,17,6,2014,Spring,White Perch,O/D,5
107,17,6,2014,Spring,Yellow Perch,O/D,2
107,17,6,2014,Spring,Yellow Perch,S,4
108,16,6,2014,Spring,Channel Catfish,ALL,12.8
108,16,6,2014,Spring,Emerald Shiner,ALL,93.85
108,16,6,2014,Spring,Freshwater Drum,L,6.8
108,16,6,2014,Spring,Freshwater Drum,M,87.39
108,16,6,2014,Spring,Freshwater Drum,S,38.81
108,16,6,2014,Spring,Rainbow Smelt,ALL,2
108,16,6,2014,Spring,Round Goby,ALL,1
108,16,6,2014,Spring,Trout Perch,ALL,24.15
108,16,6,2014,Spring,Walleye,ALL,2
108,16,6,2014,Spring,White Bass,ALL,61.02
108,16,6,2014,Spring,White Perch,O/D,5
108,16,6,2014,Spring,White Perch,L,31.69
108,16,6,2014,Spring,White Perch,S,118.37
108,16,6,2014,Spring,White Perch,XS,4
108,16,6,2014,Spring,White Sucker,ALL,1
108,16,6,2014,Spring,Yellow Perch,O/D,2
108,16,6,2014,Spring,Yellow Perch,S,7
109,16,6,2014,Spring,Freshwater Drum,L,11.02
109,16,6,2014,Spring,Trout Perch,ALL,4
109,16,6,2014,Spring,Walleye,ALL,1
109,16,6,2014,Spring,White Perch,O/D,1
109,16,6,2014,Spring,Yellow Perch,O/D,4
109,16,6,2014,Spring,Yellow Perch,S,30
110,17,6,2014,Spring,Channel Catfish,ALL,2
110,17,6,2014,Spring,Emerald Shiner,ALL,298.18
110,17,6,2014,Spring,Freshwater Drum,L,15.5
110,17,6,2014,Spring,Freshwater Drum,M,12.93
110,17,6,2014,Spring,Freshwater Drum,S,3
110,17,6,2014,Spring,Rainbow Smelt,ALL,1
110,17,6,2014,Spring,Rock Bass,ALL,1
110,17,6,2014,Spring,Round Goby,ALL,2
110,17,6,2014,Spring,Trout Perch,ALL,49.6
110,17,6,2014,Spring,Walleye,L,4
110,17,6,2014,Spring,Walleye,M,3
110,17,6,2014,Spring,Walleye,S,4
110,17,6,2014,Spring,White Bass,ALL,4
110,17,6,2014,Spring,White Perch,L,3
110,17,6,2014,Spring,White Perch,M,6
110,17,6,2014,Spring,White Perch,O/D,5
110,17,6,2014,Spring,White Perch,S,1
110,17,6,2014,Spring,White Sucker,L,1
110,17,6,2014,Spring,White Sucker,S,17.98
110,17,6,2014,Spring,Yellow Perch,M,3
110,17,6,2014,Spring,Yellow Perch,O/D,5
110,17,6,2014,Spring,Yellow Perch,S,206
111,17,6,2014,Spring,Channel Catfish,ALL,1
111,17,6,2014,Spring,Emerald Shiner,ALL,4100.67
111,17,6,2014,Spring,Freshwater Drum,L,1
111,17,6,2014,Spring,Freshwater Drum,M,9
111,17,6,2014,Spring,Freshwater Drum,S,8.69
111,17,6,2014,Spring,Rainbow Smelt,ALL,2
111,17,6,2014,Spring,Silver Chub,ALL,10
111,17,6,2014,Spring,Trout Perch,ALL,1
111,17,6,2014,Spring,Walleye,S,2
111,17,6,2014,Spring,White Bass,ALL,23.06
111,17,6,2014,Spring,White Perch,L,8.99
111,17,6,2014,Spring,White Perch,M,11
111,17,6,2014,Spring,White Perch,O/D,5
111,17,6,2014,Spring,Yellow Perch,M,1
111,17,6,2014,Spring,Yellow Perch,O/D,5
111,17,6,2014,Spring,Yellow Perch,S,77
112,16,6,2014,Spring,Channel Catfish,ALL,3
112,16,6,2014,Spring,Common Carp,ALL,1
112,16,6,2014,Spring,Freshwater Drum,L,55.39
112,16,6,2014,Spring,Freshwater Drum,M,24
112,16,6,2014,Spring,Quillback,ALL,1
112,16,6,2014,Spring,Round Goby,ALL,1
112,16,6,2014,Spring,Walleye,ALL,2
112,16,6,2014,Spring,White Bass,ALL,7.98
112,16,6,2014,Spring,White Perch,O/D,5
112,16,6,2014,Spring,White Perch,M,5.26
112,16,6,2014,Spring,White Perch,S,11.72
112,16,6,2014,Spring,Yellow Perch,O/D,4
112,16,6,2014,Spring,Yellow Perch,S,3
113,16,6,2014,Spring,Channel Catfish,L,1
113,16,6,2014,Spring,Channel Catfish,M,17.39
113,16,6,2014,Spring,Channel Catfish,S,3
113,16,6,2014,Spring,Emerald Shiner,ALL,3584.72
113,16,6,2014,Spring,Freshwater Drum,L,11.22
113,16,6,2014,Spring,Freshwater Drum,M,216.73
113,16,6,2014,Spring,Freshwater Drum,S,44.89
113,16,6,2014,Spring,Rainbow Smelt,ALL,3
113,16,6,2014,Spring,Trout Perch,ALL,23.29
113,16,6,2014,Spring,Walleye,L,4
113,16,6,2014,Spring,Walleye,M,3
113,16,6,2014,Spring,Walleye,S,15
113,16,6,2014,Spring,Walleye,XS,1
113,16,6,2014,Spring,White Bass,ALL,59.95
113,16,6,2014,Spring,White Perch,L,45.94
113,16,6,2014,Spring,White Perch,M,237.91
113,16,6,2014,Spring,White Perch,O/D,5
113,16,6,2014,Spring,White Perch,S,10
113,16,6,2014,Spring,White Sucker,ALL,4
113,16,6,2014,Spring,Yellow Perch,M,2
113,16,6,2014,Spring,Yellow Perch,O/D,4
113,16,6,2014,Spring,Yellow Perch,S,19
113,16,6,2014,Spring,Shorthead Redhorse,ALL,1
114,17,6,2014,Spring,Emerald Shiner,ALL,361.6
114,17,6,2014,Spring,Freshwater Drum,L,6.24
114,17,6,2014,Spring,Freshwater Drum,M,18.27
114,17,6,2014,Spring,Quillback,ALL,1
114,17,6,2014,Spring,Round Goby,ALL,1
114,17,6,2014,Spring,Trout Perch,ALL,2
114,17,6,2014,Spring,White Bass,ALL,2
114,17,6,2014,Spring,White Perch,O/D,1
114,17,6,2014,Spring,White Perch,S,7
114,17,6,2014,Spring,White Sucker,ALL,1
114,17,6,2014,Spring,Yellow Perch,M,1
114,17,6,2014,Spring,Yellow Perch,O/D,1
115,17,6,2014,Spring,Emerald Shiner,ALL,8.42
115,17,6,2014,Spring,Freshwater Drum,L,19.02
115,17,6,2014,Spring,Freshwater Drum,M,7.94
115,17,6,2014,Spring,Rainbow Smelt,ALL,21.96
115,17,6,2014,Spring,Trout Perch,ALL,5
115,17,6,2014,Spring,Walleye,ALL,1
115,17,6,2014,Spring,White Bass,ALL,3
115,17,6,2014,Spring,White Sucker,ALL,1
115,17,6,2014,Spring,Yellow Perch,M,4
115,17,6,2014,Spring,Yellow Perch,O/D,5
115,17,6,2014,Spring,Yellow Perch,S,308
116,17,6,2014,Spring,Channel Catfish,ALL,2
116,17,6,2014,Spring,Emerald Shiner,ALL,3707.14
116,17,6,2014,Spring,Freshwater Drum,L,5
116,17,6,2014,Spring,Freshwater Drum,M,49.4
116,17,6,2014,Spring,Round Goby,ALL,1
116,17,6,2014,Spring,Trout Perch,ALL,3
116,17,6,2014,Spring,Walleye,M,18
116,17,6,2014,Spring,Walleye,S,16
116,17,6,2014,Spring,White Bass,ALL,50.96
116,17,6,2014,Spring,White Perch,M,26.61
116,17,6,2014,Spring,White Perch,O/D,5
116,17,6,2014,Spring,White Perch,S,37.38
116,17,6,2014,Spring,White Sucker,ALL,1
116,17,6,2014,Spring,Yellow Perch,L,2
116,17,6,2014,Spring,Yellow Perch,M,5
116,17,6,2014,Spring,Yellow Perch,O/D,5
116,17,6,2014,Spring,Yellow Perch,S,4
116,17,6,2014,Spring,Yellow Perch,XS,3
117,18,6,2014,Spring,Channel Catfish,ALL,3
117,18,6,2014,Spring,Emerald Shiner,ALL,44.52
117,18,6,2014,Spring,Freshwater Drum,L,9.52
117,18,6,2014,Spring,Freshwater Drum,M,49.65
117,18,6,2014,Spring,Quillback,ALL,1
117,18,6,2014,Spring,Rainbow Smelt,ALL,12
117,18,6,2014,Spring,Rock Bass,ALL,1
117,18,6,2014,Spring,Round Goby,ALL,1
117,18,6,2014,Spring,Trout Perch,ALL,7
117,18,6,2014,Spring,Walleye,L,2
117,18,6,2014,Spring,Walleye,M,7
117,18,6,2014,Spring,Walleye,S,4
117,18,6,2014,Spring,White Bass,ALL,45.05
117,18,6,2014,Spring,White Perch,L,212.42
117,18,6,2014,Spring,White Perch,M,453.39
117,18,6,2014,Spring,White Perch,O/D,5
117,18,6,2014,Spring,White Sucker,ALL,6
117,18,6,2014,Spring,Yellow Perch,L,93
117,18,6,2014,Spring,Yellow Perch,O/D,5
117,18,6,2014,Spring,Yellow Perch,S,28
118,18,6,2014,Spring,Freshwater Drum,L,21.23
118,18,6,2014,Spring,Freshwater Drum,M,23.22
118,18,6,2014,Spring,Rainbow Smelt,ALL,2
118,18,6,2014,Spring,Trout Perch,ALL,1
118,18,6,2014,Spring,Walleye,ALL,1
118,18,6,2014,Spring,White Perch,M,1
118,18,6,2014,Spring,White Perch,O/D,1
118,18,6,2014,Spring,Yellow Perch,M,7
118,18,6,2014,Spring,Yellow Perch,O/D,5
118,18,6,2014,Spring,Yellow Perch,S,11
119,18,6,2014,Spring,Channel Catfish,ALL,3
119,18,6,2014,Spring,Emerald Shiner,ALL,238.57
119,18,6,2014,Spring,Freshwater Drum,L,21.91
119,18,6,2014,Spring,Freshwater Drum,M,31.97
119,18,6,2014,Spring,Freshwater Drum,S,34.27
119,18,6,2014,Spring,Rainbow Smelt,ALL,9.09
119,18,6,2014,Spring,Trout Perch,ALL,10
119,18,6,2014,Spring,Walleye,ALL,3
119,18,6,2014,Spring,White Bass,ALL,4
119,18,6,2014,Spring,White Perch,L,43.23
119,18,6,2014,Spring,White Perch,M,59.1
119,18,6,2014,Spring,White Perch,O/D,5
119,18,6,2014,Spring,White Perch,S,2
119,18,6,2014,Spring,White Sucker,ALL,2
119,18,6,2014,Spring,Yellow Perch,L,74
119,18,6,2014,Spring,Yellow Perch,O/D,5
119,18,6,2014,Spring,Yellow Perch,S,55
120,16,6,2014,Spring,Channel Catfish,L,1
120,16,6,2014,Spring,Channel Catfish,M,23.67
120,16,6,2014,Spring,Common Carp,ALL,1
120,16,6,2014,Spring,Freshwater Drum,L,54.7
120,16,6,2014,Spring,Freshwater Drum,M,95.25
120,16,6,2014,Spring,Freshwater Drum,S,88.66
120,16,6,2014,Spring,Quillback,ALL,1
120,16,6,2014,Spring,Round Goby,ALL,1
120,16,6,2014,Spring,Walleye,L,3
120,16,6,2014,Spring,Walleye,S,41
120,16,6,2014,Spring,White Bass,ALL,85.74
120,16,6,2014,Spring,White Perch,L,87.94
120,16,6,2014,Spring,White Perch,O/D,5
120,16,6,2014,Spring,White Perch,S,100.76
120,16,6,2014,Spring,White Sucker,ALL,2
120,16,6,2014,Spring,Yellow Perch,M,2
120,16,6,2014,Spring,Yellow Perch,O/D,3
121,18,6,2014,Spring,Channel Catfish,L,34.82
121,18,6,2014,Spring,Channel Catfish,S,2
121,18,6,2014,Spring,Emerald Shiner,ALL,2265.71
121,18,6,2014,Spring,Freshwater Drum,L,5
121,18,6,2014,Spring,Freshwater Drum,M,67.2
121,18,6,2014,Spring,Freshwater Drum,S,124.34
121,18,6,2014,Spring,Quillback,ALL,5
121,18,6,2014,Spring,Rainbow Smelt,ALL,9
121,18,6,2014,Spring,Round Goby,ALL,1
121,18,6,2014,Spring,Trout Perch,ALL,3
121,18,6,2014,Spring,Walleye,M,1
121,18,6,2014,Spring,Walleye,S,10
121,18,6,2014,Spring,White Bass,ALL,33.63
121,18,6,2014,Spring,White Perch,L,29.58
121,18,6,2014,Spring,White Perch,M,26.8
121,18,6,2014,Spring,White Perch,O/D,5
121,18,6,2014,Spring,White Perch,S,45.13
121,18,6,2014,Spring,White Perch,XS,4
121,18,6,2014,Spring,White Sucker,ALL,7
121,18,6,2014,Spring,Yellow Perch,M,4
121,18,6,2014,Spring,Yellow Perch,O/D,5
121,18,6,2014,Spring,Yellow Perch,S,1
122,18,6,2014,Spring,Channel Catfish,ALL,1
122,18,6,2014,Spring,Freshwater Drum,L,27.76
122,18,6,2014,Spring,Freshwater Drum,M,68.23
122,18,6,2014,Spring,Freshwater Drum,S,4
122,18,6,2014,Spring,Rainbow Smelt,ALL,6.9
122,18,6,2014,Spring,Round Goby,ALL,1
122,18,6,2014,Spring,Walleye,ALL,3
122,18,6,2014,Spring,White Bass,ALL,13.62
122,18,6,2014,Spring,White Perch,L,1
122,18,6,2014,Spring,White Perch,M,5
122,18,6,2014,Spring,Yellow Perch,M,4
122,18,6,2014,Spring,Yellow Perch,O/D,5
122,18,6,2014,Spring,Yellow Perch,S,115
123,18,6,2014,Spring,Freshwater Drum,L,16.57
123,18,6,2014,Spring,Freshwater Drum,M,14.76
123,18,6,2014,Spring,Round Goby,ALL,1
123,18,6,2014,Spring,Trout Perch,ALL,1
123,18,6,2014,Spring,Walleye,ALL,5
123,18,6,2014,Spring,White Perch,M,5
